"","votes","user_id","review_id","stars","date","text","type","business_id"
"518","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","FLxgiNF9rsiXR-zbEcWBRQ","CS-bs5QdKEIkfASAXr-RQQ",3,"2009-01-06","one of my favorite places to go in pittsburgh with friends. good place to chill, eat, drink and watch the game, and maybe some pool afterwards. the food is not bad, they have pretty good deals for those who are on a budget. ""dollar burger night"" where you","review","EoAY1JSVeJriBzId8lUQwQ"
"519","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","6gAUg6gUBZT4bYCQztZxgA","G3VRT57ykEMMsWJsaXohuA",3,"2009-05-28","Nice venue,  good food, great beer, awful service.  Staying at the Sheraton here I've patronized Bar Louie a dozen times recently and they screw up the order in some fashion every single time, without exception.","review","EoAY1JSVeJriBzId8lUQwQ"
"520","{""funny"":""0"",""useful"":""2"",""cool"":""0""}","TckShYnQa0eD3WQxdoE3GQ","px41z19HKaSQnTCRNVn2Ww",2,"2009-06-08","I stopped here yesterday with Rob and Matt after golf to have a few drinks prior to seeing ""The Hangover"" at Loews across the street.  Incidentally, ""The Hangover"" is one of the funniest movies I've seen in years and worth the $10 to see it in the theater","review","EoAY1JSVeJriBzId8lUQwQ"
"521","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","WMTm9HHRA3EewoxTX1Gleg","zQMYRBYUkI1FrHxWUi0W-g",4,"2009-06-24","Fantastic food.
 This place is mainly a ""bar"" and does get crowded but I really like the pizza here.  In fact I've never had a bad meal.  The staff are ussually very helpful but it does get a bit loud inside when crowded.","review","EoAY1JSVeJriBzId8lUQwQ"
"522","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","xqk-h7HAGyUlVbvEUUf67Q","b9MLbiPaZad4fVZSo6Y69A",4,"2009-07-01","Don't even think about not getting the pretzel dippers its pretzel sticks with honey mustard, cinnamon butter, and a spicy queso dip. The queso is my favorite but they were all delish. I also got the bruschetta which was very garlicky but delicious. 5-7 M","review","EoAY1JSVeJriBzId8lUQwQ"
"523","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Xmuk68liVfhyG-WfsUt_hg","coo_9tw9F8Z-u4W1Ac9iBQ",3,"2009-08-11","An absolute must if you're going to a movie and want a drink ($3 drafts and $5 special martinis) and some half-off apps on a weekday from 5 to 7. However, we were bothered that none of the special martinis actually resembled a real martini. No gin or verm","review","EoAY1JSVeJriBzId8lUQwQ"
"524","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","WgZoTeruB97OkN2-XPOUKA","r2fw-9BaySlg1O_pYH37Hw",3,"2009-09-15","The Pros: Great view of the city and river in good weather...  
Lovely for loud large groups
Varied menu with some original items
Great place to watch a game inside with a huge bar
Fun location
Good place to take out of towners.

The Cons: The food when I","review","EoAY1JSVeJriBzId8lUQwQ"
"525","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","EjxE1dW0WVqOezpKqFN5kQ","qI3PkY18egrHZ4dkA0HjoA",3,"2010-02-15","Went there on Saturday night following a movie at loews.  We sat at the bar and watched the olympics on their  multiple large flatscreen tvs.   Ordered the calamari and shrimp quesadillas.   The calamari was crisp and plentiful the quesadilla however miss","review","EoAY1JSVeJriBzId8lUQwQ"
"526","{""funny"":""2"",""useful"":""1"",""cool"":""0""}","8GccAq9PTpIWlp0gnCHoRQ","ajHJ96DMut7VxaqsSIWKPw",1,"2010-04-02","The words ""epic fail"" get thrown around a lot these days....but I really feel like they apply in this situation.

We went on Friday, April 2 and arrived at 5:10pm.  It was busy, but not crowded....no waiting for a table.  Half price apps and drinks -- we ","review","EoAY1JSVeJriBzId8lUQwQ"
"527","{""funny"":""2"",""useful"":""2"",""cool"":""0""}","-Gdjho_gZhgTXkYmSPy0qw","2sdEDPxusx9V5WBR7lgaEQ",2,"2010-04-03","I had the EXACT same experience as John R. Went here to get a quick bite to eat before seeing a movie across the street. The place was near empty and there were three waitresses. Got seated and waited on immediately. Ordered drinks, and it took them 15 mi","review","EoAY1JSVeJriBzId8lUQwQ"
"528","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","_vS9qNQvx8wVUOIkj4qfAg","ONysMqLW7Qu1p_qoHX1Mrg",3,"2011-01-11","Service has always been good and the food consistent, we usually come for happy hour when apps are half off and there's some great deals on drinks as well.

Things that stand out to me: veggie wrap, fried zucchini, hummus tabuleh and tzatziki platter, and","review","EoAY1JSVeJriBzId8lUQwQ"
"529","{""funny"":""2"",""useful"":""3"",""cool"":""0""}","4q3czSXkHBPkW21RdzpJ2A","w3oXpAr8xSsROVwnn5XrCw",2,"2011-06-30","Let me just say that this used to be a place I loved.

Remember when you'd go somewhere and have good food, great service and a general pleasant experience and then a few months you'd go back and have it all again? Well one day you decide to go back and y","review","EoAY1JSVeJriBzId8lUQwQ"
"530","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","xeBOz-J1YEnmk95bFBqpBA","hJl_2unwLuzprKbxq1MF1w",1,"2011-07-31","We were going to see a movie that started at 9:40pm. The 2 of us got to Bar Louie at 8:30.  We sat outside, and it was nearly 30 minutes before the waiter even stopped to get our order.  I tried stopping a waitress but was told 'this isn't my table'.  Fin","review","EoAY1JSVeJriBzId8lUQwQ"
"531","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","1zX6tmYdu9QZHTm4fVwp0w","8OZ2ZrOKYVuWA-XujDXZjg",3,"2011-09-06","Food was ok. Waitress was a huge air head. Waited 25 min for my $7.00 beer. Only got it after I reminded her. It is just another disappointing chain restaurant disguised as a local commodity.","review","EoAY1JSVeJriBzId8lUQwQ"
"532","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","So32N7bSbUd1RwhFtI6jTQ","Tu3ekSanVFyXCqyH43GVCQ",3,"2012-05-12","Although I wouldn't  travel out of my way to have dinner here, this is a resturant that I enjoy having a meal at, when I am in the Homestead water front. On all of my visits here I have enjoyed the tempura shrimp. The dipping sauce are to die for.  I've f","review","EoAY1JSVeJriBzId8lUQwQ"
"533","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","So32N7bSbUd1RwhFtI6jTQ","uRGtZ3CXD1VKQ3HoBzvNIw",1,"2012-05-24","When the ratio to wait staff to diners is 3:1 you'd think you could get service!!!

Nothing erks me more then seeing idol wait staff and hungry patrons. I very rarely walk out of a restaurant with out having eaten first. I came here on Saturday ay 6pm. Al","review","EoAY1JSVeJriBzId8lUQwQ"
"534","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","rkmM0Ku4NmG6gE5DaaEntA","ke__gN_ROqxhQFQFlwMmMg",1,"2012-07-02","I was looking to get out of the apartment on a really nice, sunny day and we decided to drive to Waterfront and walk around. All around great day until we hit Bar Louie for some drinks and appetizers.

I am giving it one star, though it deserves none, bec","review","EoAY1JSVeJriBzId8lUQwQ"
"535","{""funny"":""1"",""useful"":""2"",""cool"":""1""}","ulik60Aw4MMl3fKi78B_fg","bfOkiYakVLbbG0vo7fRYSQ",1,"2012-07-04","I came here last night to get a few appetizers before a movie, and was hoping to be able to write a review on the food. Unfortunately, I cannot because the service was so bad that I left before I had the chance to order. We found seats at the bar behind t","review","EoAY1JSVeJriBzId8lUQwQ"
"536","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","-OUKIatcSXuF-40IHcarwA","dQwi6pB2n9EK5RK3UG2nCA",4,"2012-08-22","Went here for drinks and nachos and it is a very nice establishment.  The nachos were very good the drinks pricy but t be expected in a setting like this place.  There are fire places outside on the patio a huge bar and even though it doesnt seat many the","review","EoAY1JSVeJriBzId8lUQwQ"
"537","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Bq-4Wan0Y2klBlgqWWaEjA","C3lqt6om7TtlEUDxA6E_8Q",1,"2012-10-25","The absolute worst service I have ever had at any bar or restaraunt.  And, in looking at other reviews, I am not the first.  There are many options at the Waterfront, and I would suggest you try any of them; but stay far away from this place!","review","EoAY1JSVeJriBzId8lUQwQ"
"538","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","vJxXGprSf3ZQkvOfmldPFw","yKVQrSWLdWQB6mEb9OA0og",4,"2012-12-21","I've eaten just once, mostly I go for drinks. Nice, lively place, nice outdoor seating for the summer and fall.
Drinks are good, service is good.
Location is great as well, right across the movie theater.","review","EoAY1JSVeJriBzId8lUQwQ"
"539","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Z3U9fnv8i9rA7yZYpGC66Q","ovpt-qc1tAwy3XD58bmrAw",4,"2013-03-16","love the ambiance and food!!","review","EoAY1JSVeJriBzId8lUQwQ"
"540","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","Z9RftMXzG39L-h4ubdu_Xw","OyhdOy61kp0aBuJFH6HR3g",5,"2013-04-06","$1 burger night on Tuesday. Add ons more.","review","EoAY1JSVeJriBzId8lUQwQ"
"541","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","w0KBFGSbdsUtfaQid2Jzbg","aHTtb8ytElRbcBopcFahOA",4,"2013-06-04","haha only came here once for happy hour, but i am just pleased with the price. i guess coming from ny, anything would be better price wise. $3 for draft and a big selection of beers so good times. also it's right across the theater so it's a good place to","review","EoAY1JSVeJriBzId8lUQwQ"
"542","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","UodvaLoRqKx0XMgS2lfctw","uwSuQHPDXTq8Vx9_xkDOZg",3,"2013-07-24","It was the first time that I went to this location.  We sat outside and it was a beautiful night.  I had the BBQ Burger with fries.  For the price of the burger I expected something much better.  It was a very thin burger when it came to the meat.  As a w","review","EoAY1JSVeJriBzId8lUQwQ"
"543","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Q3fFv_ft17OyV-NRF1iQxw","dUO6zcJ3JY5Fl3RxsQ1PGg",3,"2013-08-07","I personally enjoyed my recent visit to Bar Louie with a friend but completely understand the poor reviews on help. The restaurant is pricey for what it is, and our waitress was a bit lackluster.

So why does Bar Louie get 3 stars? Happy Hour and a nice p","review","EoAY1JSVeJriBzId8lUQwQ"
"544","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","hkbwjnY42LDloMV84Yoy5g","VdJIv0DDV24nXP_AOSYybw",2,"2013-12-19","This is one of those places where the presentation is nice, but the taste is too ordinary. Friends and I went here for happy hour (starting at 5pm). They claimed to have $1 draft, $5 mixed drinks, and half off appetizers. When we got there, we realized th","review","EoAY1JSVeJriBzId8lUQwQ"
"545","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","fVCwHdAELZAa_YuderbTdg","Q66ksWLKcM71qYSPPryZVA",3,"2014-01-20","This place was pretty good food, but the service however was just horrible. As a friend said they hire for looks, not work ethic. Plus the fact that it took forty minutes just to get a couple appetizers was ridiculous. Our server seemed more interested in","review","EoAY1JSVeJriBzId8lUQwQ"
"546","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","aJf2Efw3pilH26zmSn2lPw","0hRTbQkIP7DrWYt_EqveZQ",3,"2014-01-29","As far as chain restaurants go, Bar Louie is ok. I really like their appetizers and their salads, but I don't care for their burgers or pastas. Their drinks are ok. They're normal corporate restaurant drinks...i.e., Applebees.

Service is hit or miss. Las","review","EoAY1JSVeJriBzId8lUQwQ"
"547","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","roReLynNBIuqwH47ow77SQ","BaupWlBieG9kOZL7cmuzjQ",1,"2014-02-01","Servers are chatting, not paying attention to tables. I can see my salad is ready at the window. Worst serves ever.","review","EoAY1JSVeJriBzId8lUQwQ"
"548","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","URwqYyZV2XwM-GoF_f6_MQ","Q-6vjjSNj6sqzQKVLRw01w",4,"2014-02-23","I must say, my experience last night at Bar Louie was wonderful. I was hesitant to go because of the other reviews here, but my husband convinced me to give it a try. 
The place is seat yourself and it's LOUD in there. I was a little underwhelmed by that ","review","EoAY1JSVeJriBzId8lUQwQ"
"549","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Nf0SSRgStO8scYoPSNVqag","ls4sI-638-OshniyP2IpFQ",5,"2014-03-08","One of my favorite places, and they have thee Best Lemon Drop Martini's... Plus the Bar Tender looks like Clark Kent(Superman) very handsome guy","review","EoAY1JSVeJriBzId8lUQwQ"
"550","{""funny"":""1"",""useful"":""0"",""cool"":""1""}","bvu13GyOUwhEjPum2xjiqQ","qMh1G3lYfr8Zr-CmdzucJw",1,"2014-03-20","Meh, I just don't see the appeal Bar Louis has to Pittsburghers. I guess this particular restaurant benefits from people who work at the Waterfront stopping in after a shift. It's always packed. Being so close to the AMC theater, they get traffic before a","review","EoAY1JSVeJriBzId8lUQwQ"
"551","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","Br0hRNDvFXLz4AM51GwmMw","87RUtajQQ3LSa4OMOakPzw",2,"2014-04-23","I am normally a Bar Louie Fan - my husband and I LOVE the one in Tampa.  This location needs a lot of work.  We went on a Friday evening before a show at the Improv.  We were looking to meet up with friends and have drinks and a quick bite to eat.  We nev","review","EoAY1JSVeJriBzId8lUQwQ"
"552","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","cFZWUEv28HKZIAr4ZMJoRA","_VStn1OldxsCFp5kSQR4uw",1,"2014-04-26","We stopped here to enjoy a drink before our movie. Our server, was friendly. My husband had a margarita and my server suggested a berry mojito to me.
Both drinks were overly sweet and barely any alcohol.  After I finished my drink, I used my fork to dig f","review","EoAY1JSVeJriBzId8lUQwQ"
"553","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","IXqt0sAKos17htM32PfOkQ","H3HTPi76iWzUxGNyB-ONrQ",1,"2014-05-04","I can't even review this place. We sat ourselves and waited for a waitress to take our order, and we waited and waited until we got tired and just left. And I have to be clear it was a Saturday afternoon, maybe like 10 tables with people at them and I saw","review","EoAY1JSVeJriBzId8lUQwQ"
"554","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","N_cH3QA_eXXmnzz-nzEeKA","2UQ-TQfZVaAYQTRahSZULQ",4,"2014-05-20","Man, haters gonna hate.  Listen, y'all, Bar Louie isn't fancy.  It's just not and their extensive martini list won't fool me.  However, the food is good ole American bar grub and their beer selection is decent.  The staff has been nothing but nice even wh","review","EoAY1JSVeJriBzId8lUQwQ"
"555","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","xZEPhslvDx20A_YdS_FnNg","hjSQrBGkxBAcFVkw7P_3bA",2,"2014-05-25","The food was okay. The noise level--with 10 people in a huge room--deafening. Awful acoustics!","review","EoAY1JSVeJriBzId8lUQwQ"
"556","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","bpS6QV1eLwsGOJuZDJJd3w","8pbc1nOMMf4jgPBfTdl8Uw",2,"2014-06-01","Food is Shitty probably would be good if they had a cook that knew how to cook it correctly.  Staff is ok no complaints drinks are good as well","review","EoAY1JSVeJriBzId8lUQwQ"
"557","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","5s0YP_ZMshAYPb0VdSfukw","OrGj5AudmmK-AuPBcDADnQ",2,"2014-08-24","Eh, this place was okay but it was sort of a weird crowd/overall experience for a Saturday night.

Bobby and I came here after dinner and sat up at the bar. Tip: if you sit behind the taps, no one will bother to acknowledge you exist. When we moved seats,","review","EoAY1JSVeJriBzId8lUQwQ"
"558","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","gtJJBaQwTwE45NnNF0coVA","DvSFnw16Xpbx0CdoG2LzYw",4,"2014-09-03","I rather like Bar Louie for my outdoor dining experience after biking the rail trail or before a movie.  Been there twice now for both of before-mentioned occasions and both times had their appetizers.  Note that if you can catch them during their happy h","review","EoAY1JSVeJriBzId8lUQwQ"
"559","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","JPPhyFE-UE453zA6K0TVgw","VzScSspsGqXTlEBfs0yb8w",2,"2014-09-13","Really the only thing good about this place is the happy hour. No one wants to pay $8 for a glass of wine that is a short pour and bottom quality.","review","EoAY1JSVeJriBzId8lUQwQ"
"560","{""funny"":""0"",""useful"":""0"",""cool"":""1""}","DLu1Bum8EXNE62xno-v0VA","COCO_g8fJzv1NiDqoNKgpg",2,"2014-10-11","I don't frequent Bar Louie, and I really don't plan to change that any time soon. I've eaten here and stopped in for drinks a couple times over the years and I just haven't been super impressed by the place.

The food has been decent - a few years back I ","review","EoAY1JSVeJriBzId8lUQwQ"
"561","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","KSS6v5fcZNoelu4eEZCFcw","gNSSicoQ9NThR3Hkmsa5AQ",3,"2014-11-18","My sons a and I came for Tuesday Dollar Burger Night. You can gat a ""burger"" (beef, chicken, portabella, or turkey) in a bun with lettuce for a buck. Then you can add toppings to complete your burger at a small cost-cheese 75 cents, veggies 50 cents, Arte","review","EoAY1JSVeJriBzId8lUQwQ"
"562","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","U3scIL7PBxkNfSeRNvU2HQ","NGhEojwWOlobC1ZXYIJOqQ",3,"2014-11-24","Great environment at night! Songs going on very lively!! The food of my friends who ordered burger and fried shrimps was not that great. But I ordered chicken flatbread which was really delicious! Absolutely loved it  will definitely go here again just fo","review","EoAY1JSVeJriBzId8lUQwQ"
"563","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","1PxFWRL7OL5uteROuWEHhA","4JVAq3LT84LMf_mobZIBaA",5,"2015-01-02","Great atmosphere and rather humble, especially for a chain restaurant. The service is always friendly, even if they are busy. I enjoy taking clients out for drinks there because of the enjoyable bartenders and wide array of drinks on their menu. I highly ","review","EoAY1JSVeJriBzId8lUQwQ"
"564","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","iTmWHtltCtk0Gm55AOxrUA","6ZWmWypGMdnwwavY8ykXlg",4,"2009-08-17","I'm not into waterparks as much as I am into amusement parks.  I go to Sandcastle maybe once a year.  But my Chicago friend Catherine came in to visit for the weekend and after a day at the zoo, we donned our swimsuits and came here.  The main part of the","review","uI0LvTXFACid1308KFO5ew"
"565","{""funny"":""2"",""useful"":""2"",""cool"":""1""}","JEvkfVPf_DuhX-ntE5L6bQ","3m6vLe955opYMSrTrlLIKw",2,"2011-03-14","The evites are in the mail for the 2 for $99 special! You will have to spend $24 on a parking pass. I signed up last year for this promotion and don't think I got the passes worth. 

The waterpark is nice and lounging by the pool or floating around the la","review","uI0LvTXFACid1308KFO5ew"
"566","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","QOdrDkYXhqA8jtPzfpugWQ","MkHaKWwZ_OngdUsMt_xAqg",2,"2011-06-10","It's fun, but not as fun as Kennywood. The boardwalk food is a bit too far from the wave pool and that makes for a lot of shoes on/shoes off events. The lazy river could be much better. I did like the water slides and the Potato Patch fries, as well as th","review","uI0LvTXFACid1308KFO5ew"
"567","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","qPGLUQUG43b3aBZKDUBlMw","gB-kzO-Jg_u2p7Cmf9xG_w",4,"2011-08-03","How many times do you get to fall at 70mph, wearing only shorts? Sandcastle can make it happen.

If you're going, it's best to stop by Giant Eagle and grab you some discount tickets from the customer service desk.  $25 is still a bit much in my opinion, b","review","uI0LvTXFACid1308KFO5ew"
"568","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","lJsCDFtnR2-AMhDdWtCRug","cCh6xPIcV6P2ben4bCsq7Q",3,"2011-09-06","Sandcastle is a mixed bag for the kiddos.  On the one hand, there are plenty of waterslides/pools that are a good fit for young ""riders"", on the other hand, Sandcastle, like any city amusement park, attracts more than its fair share of highschool kids loo","review","uI0LvTXFACid1308KFO5ew"
"569","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","7R79mN6iJNU6o0CI1aBesA","QraufK_S6pdcLHXz15n8gQ",4,"2012-06-17","So the last time I went to a water park was probably when I was in elementary school and didn't really know how to swim (... I still kinda don't. lol). Anyway, it was in California at Raging Rivers and it was a traumatizing experience. Screaming & being t","review","uI0LvTXFACid1308KFO5ew"
"570","{""funny"":""3"",""useful"":""3"",""cool"":""1""}","nEYPahVwXGD2Pjvgkm7QqQ","p1j9N_P02v0oN6nWWPwDSg",3,"2012-07-16","We're lucky to have a waterpark in the Burgh.  I have to keep telling myself that when I want to complain about this place.  I DO think it's a great place to take the fam or even, in my case, spend a day relaxing... if you can!  

Let's do the compliment ","review","uI0LvTXFACid1308KFO5ew"
"571","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","yIhhNAk3aAVUChiUhqpFaA","6SHLQH067F_M9ZZQ48TjLA",1,"2013-01-13","Dont waste your time with this place.  Long lines, overpriced and no shade or cooling spots while you wait. Half the ""rides"" were shut down. You're better off with a garden hose. Save your money or buddy up to someone with a pool.","review","uI0LvTXFACid1308KFO5ew"
"572","{""funny"":""0"",""useful"":""3"",""cool"":""0""}","qUPwH9Vvx65RxcGgZL-f7A","I0CGTPDXtQr9wmpVhAasKQ",5,"2013-03-20","I LOVE Sandcastle. 
First, let me say that I'm reviewing the waterpark, not the people. The park has little to no control over the people that visit the park and the way they or their children behave. 

If you are going to visit, I would HIGHLY suggest yo","review","uI0LvTXFACid1308KFO5ew"
"573","{""funny"":""1"",""useful"":""1"",""cool"":""1""}","WzaaorVCmUTQvu4mScunNg","fYyklVeVe9Bcj71eA8UwWA",3,"2013-08-05","okay, so it's not as fun as kennywood but i guess it's still cool... 

i planned ahead a day to go for me & bobby (his first time) it was supposed to be nice day, but the weather changed in 2 weeks.. 

we picked a nice time.. since it was literally suppos","review","uI0LvTXFACid1308KFO5ew"
"574","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","_OvJhmhV_rUn5AxN613uOQ","JFowCnPgShIUVyMccY6vzA",2,"2014-01-28","Sandcastle Water Park in P-Burgh was just ""okay"" for me. I really think that this place is geared towards children more so than adults or ""family"" because there isn't much fun here for people older than 16. The water slides here were lacking. There were v","review","uI0LvTXFACid1308KFO5ew"
"575","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","kRrg7nU-BJpW1xDQptNH1g","D5_7MsGKIyiXpgOjPsFQUQ",4,"2014-06-01","Now here's a place that knows what it is. A place to ride a few slides, relax on the lazy river, and watch the hilarious pittsburghers walk around with Jesus tattoos and many children. 

Come for the slides, stay for the people watching.","review","uI0LvTXFACid1308KFO5ew"
"576","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","8hWBnQA_ckmXoRHYPUmm3g","kZ_3n49uTJ-yKOoHLTEgRA",5,"2007-10-07","For some reason, I had a tremendous amount of anxiety about buying a new mattress. Maybe I was just self-conscious about rolling around on a bunch of beds in a public place. 

ABD Mattress quickly alleviated any idiotic fears I may have had. The store was","review","Y4CcDDyMoDpK7BbpKawWjw"
"577","{""funny"":""1"",""useful"":""2"",""cool"":""1""}","RUzgukpOdXieKA6BaLnCfQ","pdbISgiSknM4vNROEV-RYw",5,"2012-09-11","I'm a mattress buying novice. I also hate buying things that require you to try-before-you-buy. I also seem to give explanatory information about myself before reviews. Anyway. 

I had a lot of anxiousness about buying a mattress. If it's terrible, you'll","review","Y4CcDDyMoDpK7BbpKawWjw"
"578","{""funny"":""0"",""useful"":""2"",""cool"":""1""}","fwsJGulnozT2U6FefsLiFw","oG5w244a8ihxMpqrgzZ2Kg",5,"2013-02-11","The only place to buy a mattress.

Both my wife and I and our daughter desperately needed new mattresses so I decided to check this place out. We went on a Sunday afternoon and were the only ones in the store. Lee greeted us and showed us around the store","review","Y4CcDDyMoDpK7BbpKawWjw"
"579","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","K1oHkXNn1ZRmdnSN5AFsGw","CiNnbRQ-30-R25H4nv_d4Q",5,"2011-07-22","This is the most reliable car service I have experienced in Pittsburgh. Amazing service. For the last four years, we have used them each week to pick up and drop off colleagues at the airport. They're always waiting by the Hertz counter, ahead of time, wi","review","RxKrw38oyeYszQ6guY5b1A"
"580","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","iurbZ56AKx-c47IFL8UsSg","TMsDEWG4Yfwjjql-SIVptQ",5,"2013-02-13","I agree with the other reviewers. I tried these guys based on the Yelp reviews and was not disappointed. 

I'm a grumpy New Englander, and have been frustrated by the small town, easygoing/careless customer service at many PGH businesses. These guys are d","review","RxKrw38oyeYszQ6guY5b1A"
"581","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","lmNU52Qr_VC41gNp_4is7A","qV6N7Zqy48J9KNiG0_RVjA",5,"2013-04-24","Great customer service.  I was in Pittsburgh for business and needed a car to get back to the airport.  I found these guys on Yelp, and the reviews were not wrong.  It was easy to order the car and pick-up was prompt.","review","RxKrw38oyeYszQ6guY5b1A"
"582","{""funny"":""0"",""useful"":""1"",""cool"":""1""}","TQCCfQD1zz2eRLaYuOs34A","uOjuy3mJVxK_WK87QdO1Sg",5,"2013-05-28","Ditto everyone else. I had out of towners needing to get to the airport but I had a last minute work conflict and couldn't drive them. I was nervous about using one of the standard cab companies because their track record of actually showing up isn't grea","review","RxKrw38oyeYszQ6guY5b1A"
"583","{""funny"":""0"",""useful"":""1"",""cool"":""0""}","z-DMW8En53HnyoGv8lLF6w","Q45d9t6gap3HPanP7uOMUQ",5,"2013-06-26","After reading glowing reviews on Yelp, I decided to try this service to pick up my 83 year old mother and take her to the airport. Service was great. Driver was very courteous and on time. We used them to pick her up at the airport and are equally happy. ","review","RxKrw38oyeYszQ6guY5b1A"
"584","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","UUa7F3FCC8bLVcfmUSZ9rA","tnKMNDPrM6CPmjPYmIeSJA",5,"2014-06-02","Fabulous service all around. My husband was coming in on a redeye flight from San Diego around 9am on Saturday morning, and just before midnight on Friday, I realized I wasn't going to be able to pick him up. I called First Class Limousine Service around ","review","RxKrw38oyeYszQ6guY5b1A"
"585","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","zkcLyOWaEqc-L0s-cQr4ag","t4totT7I4G1TcLW7QaMs9A",1,"2014-06-23","Other people may have had a better experience with this company but that was not the case for us.  We had rented a limo/bus for a bachelor party.  Our driver Scott, was completely clueless in navigating the city. Constantly making wrong turns and missing ","review","RxKrw38oyeYszQ6guY5b1A"
"586","{""funny"":""1"",""useful"":""3"",""cool"":""1""}","sjSo7Bd7DHRgwWbVBOrOHw","7mTt3Mdgiv9RnQdaHLqkoQ",3,"2010-05-21","So I moved to Pittsburgh from Los Angeles. I know I know I know!
Anyway so theres absolutely no places in Homestead that delivered Chinese so I decided to walk down to the closest Chinese food/restaurant to my house. 

The family that runs the restaurant ","review","TfvWSIAMFZ9zI3y2-K6wOA"
"587","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","qyGzRrLmuMtZrqgj8-2FRA","70OdAWza-J4U2KvOLyqusA",1,"2014-08-23","The worse ""Chinese food"", even the white rice which came with the ogle sweet and sour chicken is really bad.  Please don't eat this food.","review","TfvWSIAMFZ9zI3y2-K6wOA"
"588","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","JPPhyFE-UE453zA6K0TVgw","RRQR8ejARhcO9QoTU2oyeQ",3,"2014-11-01","Not bad for neighborhood corner Chinese food. The Szechwan is not good. Too much...ketchup?? The wonton soup is good.  Very good curry chicken with onion and happy family. 
Egg rolls are hit or miss. Sometimes they can be a little underdone. 
Is this the ","review","TfvWSIAMFZ9zI3y2-K6wOA"
"589","{""funny"":""1"",""useful"":""0"",""cool"":""0""}","IbvOxKSps_K5wa3a2_jc-Q","O4seNm9JDlNfZAP8i01tng",2,"2010-10-29","Meh, I've experienced better is an understatement.

Friday's is like the ""fine dining chain"" for every yinzer in Pittsburgh...

1.  When we were seated, it was quick which was a surprise.  Somehow this restaurant gets packed and I never understand why.  I","review","tU-YtoW339PXJmUGSix_AQ"
"590","{""funny"":""0"",""useful"":""0"",""cool"":""0""}","ytgLwKzD6B4af5vW56RpJg","81RTm1xjqNroYQNxL3idsw",4,"2013-04-23","Haven't been to TGIFridays for years and was never really a huge fan. I get tired of going to the same places all the time for lunch so we decided to try it out. I must say that I was very impressed with how extensive the menu was and all of the delicious","review","tU-YtoW339PXJmUGSix_AQ"
