"","categories","name","stars","state","total"
"383","[Diners, Barbeque, Restaurants]","[""SNS Diner""]",5,"[""NV""]",1
"384","[Diners, Restaurants]","[""Mansion Dining Room"",""Coronado Cafe"",""Ruby's Diner"",""Wazuzu"",""50's Diner"",""Betty's Diner Cyber Cafe"",""Shari's Rock & Roll Diner"",""Denny's"",""University Diner"",""Dennys"",""Lucky's Cafe"",""Roxy's Diner"",""Bougainvillea Caf"",""Denny's Restaurant""]",3.09375,"[""NV""]",16
"385","[Dive Bars, Bars, American (New), Nightlife, Restaurants]","[""Cheers Bar & Grill""]",4.5,"[""NV""]",1
"386","[Dive Bars, Bars, American (Traditional), Nightlife, Restaurants]","[""Blue Dogs Pub""]",4,"[""NV""]",1
"387","[Dive Bars, Bars, Restaurants, Nightlife, Sports Bars]","[""Durango Lodge""]",3,"[""NV""]",1
"388","[Ethiopian, Restaurants]","[""Axum Ethiopian"",""Meskerem Ethiopian Restaurant & Market"",""Cottage Cafe"",""Queen Of Sheba"",""Blue Nile"",""Abyssinia Ethiopian Restaurant"",""Merkato Ethiopian Cafe""]",3.64285714285714,"[""NV""]",7
"389","[Event Planning & Services, Caterers, Food Stands, Barbeque, Restaurants]","[""Smokilicious Bar-B-Q""]",3.5,"[""NV""]",1
"390","[Event Planning & Services, Caterers, Sandwiches, Restaurants]","[""Port Of Subs""]",4.5,"[""NV""]",1
"391","[Event Planning & Services, Caterers, Sandwiches, Salad, Restaurants]","[""Capriotti's Sandwich Shop""]",4.5,"[""NV""]",1
"392","[Fast Food, American (New), Restaurants]","[""Potato Corner""]",4.5,"[""NV""]",1
"393","[Fast Food, American (Traditional), Mexican, Restaurants]","[""Blue Iguana Mexican Express""]",2.5,"[""NV""]",1
"394","[Fast Food, American (Traditional), Restaurants]","[""Cheeseburger At the Oasis""]",2.5,"[""NV""]",1
"395","[Fast Food, Asian Fusion, Restaurants]","[""Pan Asian Express""]",1,"[""NV""]",1
"396","[Fast Food, Chicken Wings, Restaurants]","[""Kfc"",""Popeye's"",""Wingstop"",""Churchs Chicken"",""Original Chicken Tender"",""KFC"",""Church's Chicken"",""Chicken Connection"",""Popeyes"",""Popeyes Chicken and Biscuits""]",2.91176470588235,"[""NV""]",17
"397","[Fast Food, Chinese, Restaurants]","[""Ah So"",""Lanai Express"",""Panda Express""]",3.25,"[""NV""]",20
"398","[Fast Food, Filipino, Restaurants]","[""Jollibee""]",3.5,"[""NV""]",1
"399","[Fast Food, Hawaiian, Barbeque, Restaurants]","[""L & L Hawaiian Barbecue""]",3.5,"[""NV""]",1
"400","[Fast Food, Hawaiian, Restaurants]","[""Cal Club Snack Bar""]",3.5,"[""NV""]",1
"401","[Fast Food, Hot Dogs, Restaurants]","[""The Lunch Box"",""Hot Dog On A Stick"",""Wurstle Gourmet Sausages"",""Wienerschnitzel"",""Pink's Hot Dogs""]",3.7,"[""NV""]",5
"402","[Fast Food, Japanese, Restaurants]","[""Teriyaki Boy Healthy Grill"",""Teriyaki Madness"",""Yoshinoya""]",3.33333333333333,"[""NV""]",3
"403","[Fast Food, Mexican, Restaurants]","[""Tortas El Rey"",""Carl's Jr"",""Chipotle Mexican Grill"",""Viva El Taco"",""Robertos Taco Shop"",""Don Tortaco's"",""Chicken and Grill"",""Cafe Rio"",""Qdoba"",""Taco Bell"",""Del Taco"",""Saborr"",""Tacos El Nopal"",""Don Tortaco"",""Jimboy's Tacos"",""Roberto's Taco Shop"",""El Poll",3.33132530120482,"[""NV""]",83
"404","[Fast Food, Mexican, Tex-Mex, Restaurants]","[""Taco Bell""]",3,"[""NV""]",35
"405","[Fast Food, Pizza, Restaurants]","[""Little Caesar's Pizza"",""Pizzeria""]",3,"[""NV""]",2
"406","[Fast Food, Restaurants]","[""Carl's Jr"",""Campus Commons Food Court"",""Snack Nook"",""Cypress Street Marketplace"",""Jack In The Box"",""Wienerschnitzel"",""Evos"",""Church's Chicken"",""Panda Express"",""Jack in the Box"",""Carl's Jr Restaurants"",""Jody Maroni's"",""Sonic"",""Jollibee"",""Long John Silver",2.87903225806452,"[""NV""]",124
"407","[Fast Food, Sandwiches, Restaurants]","[""Subway"",""Quiznos"",""Rocky's Philly Cheese Steaks"",""Tropical Smoothie Cafe - Excalibur"",""Arby's Roast Beef Sandwich Restaurants""]",3.04705882352941,"[""NV""]",85
"408","[Fast Food, Southern, Restaurants]","[""Popeye's"",""Popeye's Chicken & Biscuits""]",2.83333333333333,"[""NV""]",3
"409","[Fast Food, Steakhouses, Restaurants]","[""Charley's Grilled Subs""]",2,"[""NV""]",1
"410","[Filipino, Restaurants]","[""Goldilocks Bake Shop"",""DJ Bibingkahan"",""Max's Restaurant"",""Salo-Salo Grill"",""Kusina Ni Lorraine"",""Nanay Gloria's Filipino Fastfood and Asian Market"",""Pinoy Pinay Filipino Restaurant"",""Cebu Inasal"",""White Rabbit Cafe 2"",""Nanay Gloria's"",""Valerio's Tropic",3.39583333333333,"[""NV""]",24
"411","[Fish & Chips, Mediterranean, Gluten-Free, Restaurants]","[""Lazy Joe's Fish & Chips""]",3.5,"[""NV""]",1
"412","[Fish & Chips, Restaurants]","[""Uss Fish N Chips""]",3.5,"[""NV""]",1
"413","[Fondue, Bars, American (New), Nightlife, Restaurants]","[""Culinary Dropout""]",4,"[""NV""]",1
"414","[Fondue, Restaurants]","[""The Melting Pot""]",4,"[""NV""]",1
"415","[Food Court, Chinese, Restaurants]","[""China Max""]",3,"[""NV""]",1
"416","[Food Court, Restaurants]","[""Costco Food Court"",""Korea Town Plaza Food Court"",""South Beach Food Court""]",3.75,"[""NV""]",4
"417","[Food Delivery Services, Arts & Entertainment, Music Venues, Food, Greek, Nightlife, Restaurants]","[""Plaka""]",3,"[""NV""]",1
"418","[Food Delivery Services, Food, Restaurants, Sandwiches, Pizza, Italian]","[""Pizzalicious""]",4.5,"[""NV""]",1
"419","[Food Stands, Barbeque, Restaurants]","[""BBQ Boy and Catering""]",3.5,"[""NV""]",1
"420","[Food Stands, Hawaiian, Restaurants]","[""Island Breeze""]",4,"[""NV""]",1
"421","[Food Stands, Restaurants]","[""Great American Cookies"",""Auntie Anne's Soft Pretzel"",""Top Notch Barbeque"",""Baskin Robbins"",""El Tacontento"",""Aces"",""TastyBunz"",""Dairy Queen / Orange Julius Treat Center"",""Flowrider Truck"",""Auntie Anne's Pretzels"",""South Beach Marketplace"",""The Chuck Wago",3.57692307692308,"[""NV""]",13
"422","[Food, American (New), Breweries, Restaurants]","[""Gordon Biersch Brewery Restaurant"",""Chicago Brewing Company""]",3.5,"[""NV""]",2
"423","[Food, American (Traditional), Asian Fusion, Food Trucks, Restaurants]","[""Stripchezze Food Truck""]",5,"[""NV""]",1
"424","[Food, American (Traditional), Breweries, Restaurants]","[""Big Dog's Draft House"",""Triple 7 Restaurant & Microbrewery""]",3.5,"[""NV""]",2
"425","[Food, American (Traditional), Juice Bars & Smoothies, American (New), Restaurants]","[""SkinnyFATS""]",4.5,"[""NV""]",1
"426","[Food, American (Traditional), Juice Bars & Smoothies, Restaurants]","[""Rachel's Kitchen""]",4,"[""NV""]",1
"427","[Food, Asian Fusion, Food Trucks, Restaurants]","[""Robo Duck Truck""]",4.5,"[""NV""]",1
"428","[Food, Bagels, Cafes, Delis, Restaurants]","[""The Bagel Cafe""]",4,"[""NV""]",1
"429","[Food, Bagels, Pizza, Breakfast & Brunch, Restaurants]","[""Einstein Bros Bagels""]",3,"[""NV""]",1
"430","[Food, Bagels, Restaurants, Coffee & Tea, Sandwiches]","[""New York Bagel Deli & Gyros""]",3.5,"[""NV""]",1
"431","[Food, Bakeries, Coffee & Tea, Breakfast & Brunch, Restaurants]","[""The Cafe at The Wynn Resorts""]",3.5,"[""NV""]",1
"432","[Food, Bakeries, Coffee & Tea, Cafes, Restaurants]","[""La Belle Terre Bread French Bakery Caf""]",4.5,"[""NV""]",1
"433","[Food, Bakeries, Coffee & Tea, Restaurants, Italian]","[""Tintoretto Restaurant and Bakery""]",3,"[""NV""]",1
"434","[Food, Bakeries, Coffee & Tea, Sandwiches, Restaurants]","[""MadHouse Coffee""]",4,"[""NV""]",1
"435","[Food, Bakeries, Grocery, Sandwiches, Restaurants]","[""Smith's Food & Drug Centers""]",4,"[""NV""]",1
"436","[Food, Beer, Wine & Spirits, American (New), Restaurants]","[""Lynyrd Skynyrd BBQ and Beer""]",3,"[""NV""]",1
"437","[Food, Beer, Wine & Spirits, American (Traditional), Restaurants]","[""Bentley's""]",3.5,"[""NV""]",1
"438","[Food, Beer, Wine & Spirits, Delis, Restaurants]","[""House of Vino""]",3.5,"[""NV""]",1
"439","[Food, Beer, Wine & Spirits, Restaurants, Burgers]","[""Bottles & Burgers By Double Helix""]",3.5,"[""NV""]",1
"440","[Food, Beer, Wine & Spirits, Seafood, Restaurants, Italian]","[""Zeffirino""]",3.5,"[""NV""]",1
"441","[Food, Beer, Wine & Spirits, Steakhouses, Diners, Restaurants]","[""Tom Colicchio's Heritage Steak""]",3.5,"[""NV""]",1
"442","[Food, Beer, Wine & Spirits, Steakhouses, Japanese, Restaurants]","[""Yellowtail""]",3.5,"[""NV""]",1
"443","[Food, Beer, Wine & Spirits, Thai, Vegan, Restaurants]","[""Table Thai Bar & Bistro""]",4.5,"[""NV""]",1
"444","[Food, Beer, Wine & Spirits, Vegetarian, Mexican, Restaurants]","[""Hussong's Cantina""]",3.5,"[""NV""]",1
"445","[Food, Breakfast & Brunch, Bagels, Coffee & Tea, Restaurants]","[""Einstein Bros Bagels""]",4,"[""NV""]",1
"446","[Food, Breakfast & Brunch, Bagels, Delis, Restaurants]","[""Einstein Bros"",""Empire Bagels""]",3.25,"[""NV""]",2
"447","[Food, Breakfast & Brunch, Bagels, Restaurants]","[""Bobby's Bagel Bistro""]",4,"[""NV""]",1
"448","[Food, Breakfast & Brunch, Coffee & Tea, Restaurants]","[""The Coffee Shop""]",2.5,"[""NV""]",1
"449","[Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants]","[""Espresso King Kafe 2"",""Baguette Cafe""]",3.75,"[""NV""]",2
"450","[Food, Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches, Restaurants]","[""Rachel's Kitchen""]",3.75,"[""NV""]",4
"451","[Food, Breweries, American (New), Pizza, Restaurants]","[""BJ's Restaurant & Brewhouse""]",3.5,"[""NV""]",1
"452","[Food, Breweries, Pizza, Restaurants]","[""Chicago Brewing Co.""]",3.5,"[""NV""]",1
"453","[Food, Bubble Tea, Chinese, Restaurants]","[""Fat Dumpling""]",3.5,"[""NV""]",1
"454","[Food, Burgers, Donuts, Restaurants]","[""Al's Donuts & Cafe Burger""]",3.5,"[""NV""]",1
"455","[Food, Burgers, Food Trucks, Restaurants]","[""Slidin' Thru"",""Fukuburger"",""Baby's Badass Burgers""]",3.83333333333333,"[""NV""]",3
"456","[Food, Burgers, Ice Cream & Frozen Yogurt, Restaurants]","[""Freddy's Frozen Custard & Steakburgers""]",4,"[""NV""]",1
"457","[Food, Burgers, Ice Cream & Frozen Yogurt, Sandwiches, Restaurants]","[""Yellow Lunch Box""]",3.5,"[""NV""]",1
"458","[Food, Burgers, Juice Bars & Smoothies, Salad, Restaurants]","[""Protein House""]",3.5,"[""NV""]",1
"459","[Food, Burgers, Nightlife, Beer, Wine & Spirits, Restaurants]","[""The Lodge At Cactus""]",3,"[""NV""]",1
"460","[Food, Caterers, Comfort Food, Event Planning & Services, Food Trucks, Restaurants]","[""Sauced""]",4.5,"[""NV""]",1
"461","[Food, Caterers, Specialty Food, Delis, Sandwiches, Event Planning & Services, Restaurants, Meat Shops]","[""HoneyBaked""]",5,"[""NV""]",1
"462","[Food, Chicken Wings, Food Trucks, Restaurants]","[""Sin City Wings""]",3.5,"[""NV""]",1
"463","[Food, Chicken Wings, Restaurants]","[""VooDoo Wings Co""]",4,"[""NV""]",1
"464","[Food, Coffee & Tea, American (New), Cafes, Restaurants]","[""Sambalatte Torrefazione""]",4,"[""NV""]",1
"465","[Food, Coffee & Tea, American (New), Vegan, Restaurants]","[""Red Velvet Caf""]",3.5,"[""NV""]",1
"466","[Food, Coffee & Tea, American (Traditional), Breakfast & Brunch, Restaurants]","[""Jerry's Famous Coffee Shop""]",4,"[""NV""]",1
"467","[Food, Coffee & Tea, American (Traditional), Diners, Restaurants]","[""Denny's""]",2.5,"[""NV""]",1
"468","[Food, Coffee & Tea, American (Traditional), Restaurants]","[""The Coffee Shop""]",2.5,"[""NV""]",1
"469","[Food, Coffee & Tea, Bagels, Breakfast & Brunch, Restaurants]","[""Barista Bagels""]",2.5,"[""NV""]",1
"470","[Food, Coffee & Tea, Breakfast & Brunch, French, Restaurants]","[""Le Cafe Ile Saint Louis""]",2.5,"[""NV""]",1
"471","[Food, Coffee & Tea, Breakfast & Brunch, Restaurants]","[""International House of Pancakes"",""Jullie's Caffe Soleil"",""Waffles Cafe""]",3.83333333333333,"[""NV""]",3
"472","[Food, Coffee & Tea, Cafes, Bagels, Restaurants]","[""Mustard Cafe""]",3.5,"[""NV""]",1
"473","[Food, Coffee & Tea, Cafes, Breakfast & Brunch, Restaurants]","[""Strip View Cafe""]",4,"[""NV""]",1
"474","[Food, Coffee & Tea, Cafes, Japanese, Restaurants]","[""3pm Cafe""]",3,"[""NV""]",1
"475","[Food, Coffee & Tea, Cafes, Restaurants]","[""Sambalatte Torrefazione"",""Fuel Caf"",""Beanz Coffee Cafe""]",3.5,"[""NV""]",3
"476","[Food, Coffee & Tea, Cafes, Sandwiches, Restaurants]","[""Snacks""]",3.5,"[""NV""]",1
"477","[Food, Coffee & Tea, Japanese, Restaurants]","[""BeeGee Kitchen""]",3.5,"[""NV""]",1
"478","[Food, Coffee & Tea, Latin American, Breakfast & Brunch, Restaurants]","[""Makers & Finders Coffee""]",4,"[""NV""]",1
"479","[Food, Coffee & Tea, Mediterranean, Breakfast & Brunch, Restaurants]","[""The Daily Egg""]",3.5,"[""NV""]",1
"480","[Food, Coffee & Tea, Sandwiches, Restaurants]","[""Boba City Cafe""]",3.5,"[""NV""]",1
"481","[Food, Coffee & Tea, Sushi Bars, Restaurants]","[""Fresh Cup""]",4.5,"[""NV""]",1
"482","[Food, Coffee & Tea, Taiwanese, Restaurants]","[""Tea Station""]",3,"[""NV""]",1
"483","[Food, Cuban, Coffee & Tea, Restaurants]","[""Havana Go Go""]",2.5,"[""NV""]",1
"484","[Food, Delis, Bagels, Restaurants]","[""Einstein Bros"",""Harrie's Bagelmania""]",3.75,"[""NV""]",2
"485","[Food, Delis, Grocery, Restaurants]","[""Euro Market & Deli""]",4.5,"[""NV""]",1
"486","[Food, Delis, Sandwiches, Food Trucks, Restaurants]","[""Coast 2 Coast Food Truck""]",3.5,"[""NV""]",1
"487","[Food, Desserts, American (New), Bakeries, Restaurants]","[""Blueberry Hill""]",3.5,"[""NV""]",1
"488","[Food, Desserts, American (New), Restaurants]","[""Fracos & Froccs""]",4,"[""NV""]",1
"489","[Food, Desserts, American (Traditional), Restaurants]","[""The Cheesecake Factory"",""Grand Lux Cafe""]",3.875,"[""NV""]",4
"490","[Food, Desserts, Breakfast & Brunch, Cafes, Restaurants]","[""Canyon Ranch Cafe""]",3.5,"[""NV""]",1
"491","[Food, Desserts, Breakfast & Brunch, Restaurants]","[""WaffleS Cafe""]",4,"[""NV""]",1
"492","[Food, Desserts, Bubble Tea, Japanese, Restaurants]","[""Pretty Girls Maid Cafe""]",3.5,"[""NV""]",1
"493","[Food, Desserts, Coffee & Tea, Breakfast & Brunch, Restaurants]","[""South Beach Cafe & Deli""]",3,"[""NV""]",1
"494","[Food, Desserts, Coffee & Tea, Cafes, Restaurants]","[""Espressamente Illy"",""Jean Philippe Patisserie"",""Ice Monster Cafe"",""Va Bene Caff"",""Tiabi Coffee & Waffle""]",3.7,"[""NV""]",5
"495","[Food, Desserts, Delis, Sandwiches, Restaurants]","[""Stage Deli"",""Jason's Deli""]",3.25,"[""NV""]",2
"496","[Food, Desserts, Diners, Chinese, Restaurants]","[""Four Seasons Diner""]",3,"[""NV""]",1
"497","[Food, Desserts, Fast Food, Ice Cream & Frozen Yogurt, Restaurants]","[""Dairy Queen""]",2.5,"[""NV""]",1
"498","[Food, Desserts, Italian, Pizza, Restaurants]","[""Montesano's Eateria""]",4,"[""NV""]",1
"499","[Food, Desserts, Juice Bars & Smoothies, Gluten-Free, Restaurants]","[""Great Grubbing""]",5,"[""NV""]",1
"500","[Food, Desserts, Korean, Soup, Restaurants]","[""Mashisoyo""]",4,"[""NV""]",1
"501","[Food, Desserts, Restaurants, Creperies, Ice Cream & Frozen Yogurt]","[""Tasty Crepes""]",4.5,"[""NV""]",1
"502","[Food, Desserts, Restaurants, Ice Cream & Frozen Yogurt, Italian]","[""CJ's Italian Ice & Custard""]",4,"[""NV""]",1
"503","[Food, Desserts, Restaurants, Tapas/Small Plates, Italian]","[""Pasta Cucina""]",3,"[""NV""]",1
"504","[Food, Desserts, Sandwiches, Food Stands, Restaurants]","[""Lulu's On The Move""]",4.5,"[""NV""]",1
"505","[Food, Desserts, Seafood, Pizza, Restaurants]","[""Cafe Modena""]",3,"[""NV""]",1
"506","[Food, Desserts, Shaved Ice, Hawaiian, Restaurants]","[""Sno Shack Hawaiian Shave Ice""]",5,"[""NV""]",1
"507","[Food, Desserts, Soul Food, Restaurants]","[""Mother's Wings & Things""]",4,"[""NV""]",1
"508","[Food, Desserts, Steakhouses, Restaurants]","[""Strip House Steak House""]",4,"[""NV""]",1
"509","[Food, Do-It-Yourself Food, Korean, Restaurants]","[""Myung Sung""]",4,"[""NV""]",1
"510","[Food, Do-It-Yourself Food, Pizza, Salad, Restaurants]","[""Project Pie""]",4.5,"[""NV""]",1
"511","[Food, Do-It-Yourself Food, Sandwiches, Restaurants]","[""Sandwich Carvery 108""]",3.5,"[""NV""]",1
"512","[Food, Donuts, Sandwiches, Restaurants]","[""Winchells Donuts""]",4,"[""NV""]",1
"513","[Food, Ethnic Food, Asian Fusion, Specialty Food, Restaurants, Italian]","[""Pasta China""]",4,"[""NV""]",1
"514","[Food, Ethnic Food, Delis, Restaurants, Specialty Food]","[""Jimmy's Louisiana Market Deli's""]",4.5,"[""NV""]",1
"515","[Food, Ethnic Food, Latin American, Restaurants, Specialty Food]","[""Love Empanadas""]",5,"[""NV""]",1
"516","[Food, Ethnic Food, Restaurants, Asian Fusion, Specialty Food]","[""LuckyRice Night Market""]",4,"[""NV""]",1
"517","[Food, Ethnic Food, Restaurants, Hawaiian, Specialty Food]","[""Braddah's Island Style""]",4.5,"[""NV""]",1
"518","[Food, Ethnic Food, Restaurants, Soul Food, Specialty Food]","[""Soul Food Cafe Express""]",5,"[""NV""]",1
"519","[Food, Ethnic Food, Restaurants, Vietnamese, Specialty Food]","[""Viet Bistro""]",3.5,"[""NV""]",1
"520","[Food, Ethnic Food, Specialty Food, American (New), Restaurants]","[""Pick Up Stix""]",1.5,"[""NV""]",1
"521","[Food, Ethnic Food, Specialty Food, Greek, Persian/Iranian, Restaurants]","[""Kabob Palace""]",2.5,"[""NV""]",1
"522","[Food, Ethnic Food, Specialty Food, Restaurants, African]","[""Nigerian Cuisine""]",3,"[""NV""]",1
"523","[Food, Ethnic Food, Thai, Specialty Food, Restaurants]","[""Sakun Thai"",""Thai Spice"",""Little Bangkok Thai Restaurant""]",3.5,"[""NV""]",3
"524","[Food, Fast Food, Juice Bars & Smoothies, Restaurants]","[""Sonic"",""Tropical Smoothie Cafe""]",3.16666666666667,"[""NV""]",3
"525","[Food, Filipino, Food Trucks, Restaurants]","[""Oming's Kitchen""]",5,"[""NV""]",1
"526","[Food, Food Delivery Services, American (New), Filipino, Restaurants]","[""Baba's Tsi-bugan Restaurant""]",4,"[""NV""]",1
"527","[Food, Food Delivery Services, American (Traditional), Restaurants]","[""Hot Dog On a Stick""]",4,"[""NV""]",1
"528","[Food, Food Delivery Services, Delis, Sandwiches, Restaurants]","[""Jimmy John's Gourmet Sandwiches"",""Jimmy John's""]",3.75,"[""NV""]",2
"529","[Food, Food Delivery Services, Fast Food, Sandwiches, Restaurants]","[""Jimmy John's""]",5,"[""NV""]",1
"530","[Food, Food Delivery Services, Gluten-Free, American (New), Restaurants]","[""Body Food Kitchen""]",5,"[""NV""]",1
"531","[Food, Food Delivery Services, Mexican, Restaurants]","[""Tacos La Mexicana""]",4,"[""NV""]",1
"532","[Food, Food Delivery Services, Sandwiches, Restaurants]","[""Jimmy John's""]",4.5,"[""NV""]",1
"533","[Food, Food Delivery Services, Steakhouses, Food Stands, Restaurants]","[""Vegas CheeseSteaks""]",3.5,"[""NV""]",1
"534","[Food, Food Delivery Services, Thai, Restaurants]","[""Thai Grill""]",3.5,"[""NV""]",1
"535","[Food, Food Delivery Services, Vegan, Restaurants]","[""Peas & Carrots""]",4.5,"[""NV""]",1
"536","[Food, Food Stands, Food Trucks, Restaurants]","[""Roamin' Dough""]",4,"[""NV""]",1
"537","[Food, Food Stands, Street Vendors, Tex-Mex, Restaurants]","[""The Redneck Kitchen""]",4,"[""NV""]",1
"538","[Food, Food Trucks, Barbeque, Restaurants]","[""Ben's BBQ & Smokehouse""]",3.5,"[""NV""]",1
"539","[Food, Gelato, Cafes, American (New), Restaurants]","[""Espression Cafe""]",4,"[""NV""]",1
"540","[Food, Grocery, British, Restaurants]","[""British Foods""]",4.5,"[""NV""]",1
"541","[Food, Grocery, Delis, Restaurants]","[""Glazier's Food Marketplace""]",4,"[""NV""]",1
"542","[Food, Grocery, Health & Medical, Nutritionists, Restaurants]","[""Rainbow's End Las Vegas Natural Foods""]",4,"[""NV""]",1
"543","[Food, Grocery, Indian, Vegetarian, Restaurants]","[""Rani's World Foods""]",4.5,"[""NV""]",1
"544","[Food, Grocery, Korean, Restaurants]","[""Seoul Market""]",3.5,"[""NV""]",1
"545","[Food, Grocery, Middle Eastern, Restaurants]","[""Afandi Restaurant and Market""]",4,"[""NV""]",1
"546","[Food, Grocery, Sandwiches, Restaurants]","[""The Market""]",3.5,"[""NV""]",1
"547","[Food, Grocery, Sushi Bars, Restaurants]","[""Vegas Express Sushi""]",4.5,"[""NV""]",1
"548","[Food, Hot Dogs, Food Trucks, Restaurants]","[""Sin City Dogs""]",4.5,"[""NV""]",1
"549","[Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants]","[""Dairy Queen"",""Wienerschnitzel""]",2.875,"[""NV""]",4
"550","[Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Mexican, Restaurants]","[""La Flor De Michoacan Restaurant""]",4,"[""NV""]",1
"551","[Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Sandwiches, Restaurants]","[""Cherry Berries""]",4,"[""NV""]",1
"552","[Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Vegan, Restaurants]","[""Grass Roots Juice Bar""]",4.5,"[""NV""]",1
"553","[Food, Ice Cream & Frozen Yogurt, Pizza, Sandwiches, Restaurants]","[""Pizza Place""]",3.5,"[""NV""]",1
"554","[Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers]","[""Create""]",4,"[""NV""]",1
"555","[Food, Ice Cream & Frozen Yogurt, Restaurants, Italian]","[""Trevi""]",3.5,"[""NV""]",1
"556","[Food, Ice Cream & Frozen Yogurt, Sandwiches, Restaurants]","[""Sugar & Ice"",""Sweet Chill""]",3.5,"[""NV""]",2
"557","[Food, Italian, Coffee & Tea, Cafes, Restaurants]","[""Leon Caf""]",4,"[""NV""]",1
"558","[Food, Japanese, Food Trucks, Restaurants]","[""Truck N Yaki""]",5,"[""NV""]",1
"559","[Food, Juice Bars & Smoothies, American (New), Restaurants]","[""Greens and Proteins"",""The Protein Source Restaurant""]",4.25,"[""NV""]",2
"560","[Food, Juice Bars & Smoothies, American (New), Sandwiches, Restaurants]","[""Krayvings""]",4,"[""NV""]",1
"561","[Food, Juice Bars & Smoothies, Breakfast & Brunch, American (New), Restaurants]","[""SkinnyFATS""]",4.5,"[""NV""]",1
"562","[Food, Juice Bars & Smoothies, Breakfast & Brunch, Cafes, Restaurants]","[""Market Cafe Vdara""]",3,"[""NV""]",1
"563","[Food, Juice Bars & Smoothies, Hot Dogs, Restaurants]","[""Dairy Queen/Orange Julius""]",2.5,"[""NV""]",1
"564","[Food, Juice Bars & Smoothies, Pizza, American (New), Restaurants]","[""Greens and Proteins""]",4,"[""NV""]",1
"565","[Food, Juice Bars & Smoothies, Restaurants, Cafes]","[""Tropical Smoothie Cafe""]",4,"[""NV""]",2
"566","[Food, Juice Bars & Smoothies, Sandwiches, Restaurants]","[""Tropical Smoothie Cafe""]",2.625,"[""NV""]",4
"567","[Food, Juice Bars & Smoothies, Sandwiches, Salad, Restaurants]","[""Pita Pit"",""Chefs Fitness Kitchen""]",4.25,"[""NV""]",2
"568","[Food, Korean, Hot Dogs, Food Trucks, Restaurants]","[""Buldogis Unleashed Food Truck""]",5,"[""NV""]",1
"569","[Food, Mediterranean, Restaurants]","[""La Tapenade Mediterranean Cafe""]",2,"[""NV""]",1
"570","[Food, Mexican, Food Trucks, Restaurants]","[""Las Taquizas"",""Cukis"",""Tacos El Potrero"",""Tacos La Carreta""]",4.625,"[""NV""]",4
"571","[Food, Mexican, Restaurants]","[""Robertos Taco Shop""]",3.5,"[""NV""]",1
"572","[Food, Pizza, Restaurants]","[""Alexander's Pizza""]",4,"[""NV""]",1
"573","[Food, Sandwiches, Coffee & Tea, Breakfast & Brunch, Restaurants]","[""Coffee Pub""]",4,"[""NV""]",1
"574","[Food, Seafood, Restaurants]","[""San Francisco Shrimp Bar and Deli""]",4,"[""NV""]",1
"575","[Food, Shaved Ice, Food Stands, Restaurants]","[""Snow Ono Shave Ice""]",5,"[""NV""]",1
"576","[Food, Soul Food, Grocery, Restaurants]","[""Mario's Westside Market""]",4,"[""NV""]",1
"577","[Food, Specialty Food, American (New), African, Restaurants]","[""Wine 5 Cafe""]",4.5,"[""NV""]",1
"578","[Food, Specialty Food, American (New), Filipino, Restaurants]","[""Goto Pares Atbp""]",4,"[""NV""]",1
"579","[Food, Specialty Food, Cajun/Creole, Restaurants]","[""Cajun Crawfish""]",3,"[""NV""]",1
"580","[Food, Specialty Food, Hawaiian, Restaurants]","[""Las Vegas Jerkys""]",4.5,"[""NV""]",1
"581","[Food, Specialty Food, Mexican, Restaurants]","[""Cantina Laredo""]",3.5,"[""NV""]",1
"582","[Food, Specialty Food, Mexican, Seafood Markets, Restaurants]","[""Mariscos Vallarta""]",4,"[""NV""]",1
"583","[Food, Steakhouses, American (New), Restaurants]","[""Yukon Grille""]",3.5,"[""NV""]",1
"584","[Food, Steakhouses, Restaurants, Beer, Wine & Spirits, Brazilian]","[""Samba""]",3,"[""NV""]",1
"585","[Food, Street Vendors, Chinese, Restaurants]","[""Great Bao""]",4.5,"[""NV""]",1
"586","[Food, Street Vendors, Food Stands, Restaurants]","[""Carefree Catering"",""Sausagefest Food Truck"",""Haulin Balls"",""Ichi Ms Truck""]",3.625,"[""NV""]",4
"587","[Food, Street Vendors, Mexican, Food Trucks, Restaurants]","[""Sinaloa""]",4.5,"[""NV""]",1
"588","[Food, Street Vendors, Mexican, Restaurants]","[""Taqueria El Pastorcito"",""Taqueria El Buen Pastor""]",4.5,"[""NV""]",2
"589","[Food, Tea Rooms, Breakfast & Brunch, Steakhouses, Restaurants]","[""The Carmel Room""]",3,"[""NV""]",1
"590","[Food, Tea Rooms, British, Restaurants]","[""English's Quintessentially British""]",3.5,"[""NV""]",1
"591","[Food, Tea Rooms, Coffee & Tea, Vegan, Restaurants]","[""Sunrise Coffee""]",4.5,"[""NV""]",1
"592","[Food, Tea Rooms, Tapas Bars, Restaurants]","[""Mandarin Oriental Tea Lounge""]",4,"[""NV""]",1
