name,city,categories,longitude,latitude,review_count
Great Steak & Potato,Las Vegas,"[American (New), Restaurants]",-115.1498508,36.08358083,40
Flatbreadz,Las Vegas,"[Sandwiches, Restaurants]",-115.1533426,36.0765176,28
St. Tropez International Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2913521,36.1691517,41
Bobo China,Las Vegas,"[Chinese, Restaurants]",-115.2757916,36.1434155,79
Vega's Cafe,Las Vegas,"[Breakfast & Brunch, Mexican, Restaurants]",-115.2518177,36.27337594,10
Village Pub & Poker,Las Vegas,"[Casinos, Arts & Entertainment, American (Traditional), Restaurants]",-115.1544866,36.0007947,15
Well Being In The Box,Las Vegas,"[Korean, Japanese, Restaurants]",-115.2254682,36.1429917,53
Feast Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2398152,36.2476774,62
Red Velvet Cafe,Las Vegas,"[Vegetarian, Cafes, Restaurants]",-115.2627634,36.1432711,307
New Day Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Cafes, Restaurants]",-115.198017,36.039711,42
The Cracked Egg,Las Vegas,"[Breakfast & Brunch, Restaurants]",-115.2564721,36.2627888,139
Honey Pig,Las Vegas,"[Korean, Restaurants]",-115.205231,36.1255979,278
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.1397463,36.1150242,185
Goat Post Tropical Grill,Las Vegas,"[Latin American, Caribbean, Restaurants]",-115.2610867,36.1135597,3
Centro America Restaurant,Las Vegas,"[Latin American, Restaurants]",-115.2263653,36.1431452,7
La Costa Grill Restaurant Bar & Night Club,Las Vegas,"[Seafood, Mexican, Nightlife, Dance Clubs, Restaurants]",-115.114144,36.115518,5
Geisha House Steak & Sushi,North Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.206043,36.279651,122
Essence of Thai,Las Vegas,"[Thai, Restaurants]",-115.1959972,36.1442497,3
Adam's Ribs,Las Vegas,"[Barbeque, Restaurants]",-115.136552,36.103565,4
Palio Pronto,Las Vegas,"[Bakeries, Food, Cafes, Sandwiches, Restaurants]",-115.1790262,36.12523332,14
Krazy Buffet,Las Vegas,"[Asian Fusion, Buffets, Chinese, Restaurants]",-115.267485,36.143368,146
Burger Stop,Las Vegas,"[Burgers, Restaurants]",-115.1179154,36.0993008,4
Pancit Adobo,North Las Vegas,"[Filipino, Restaurants]",-115.183955,36.261157,16
STEELES,Las Vegas,"[Tapas Bars, Steakhouses, Restaurants]",-115.1182839,36.017627,3
BLT Burger,Las Vegas,"[Burgers, Restaurants]",-115.1736796,36.12316083,908
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.117929,36.021448,137
Dragon Wok,Las Vegas,"[Chinese, Restaurants]",-115.3286729,36.221024,23
Lillie's Asian Cuisine,Las Vegas,"[Chinese, Restaurants]",-115.144506,36.170349,52
Del Taco,Las Vegas,"[Mexican, Restaurants]",-115.1918357,36.0399661,14
La Tortilla Fresh Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.0408638,36.0561907,3
Joel Robuchon,Las Vegas,"[French, Restaurants]",-115.167725,36.103399,597
Lemongrass Caf�,Las Vegas,"[Vietnamese, Restaurants]",-115.117185,36.028936,326
Red Robin Gourmet Burgers,Las Vegas,"[Burgers, American (Traditional), Restaurants]",-115.2665755,36.271407,120
Kikuhana Japanese Restaurant,Las Vegas,"[Japanese, Restaurants]",-115.2424505,36.1433639,3
Buffalo Wild Wings,Las Vegas,"[Bars, American (Traditional), Sports Bars, Nightlife, Chicken Wings, Restaurants]",-115.2814295,36.05515401,155
Northside Nathan's,Las Vegas,"[Pizza, Restaurants]",-115.2939712,36.1152241,25
City Centre Cafe,Las Vegas,"[Cafes, Sandwiches, Restaurants]",-115.1442241,36.1665965,23
La Hacienda Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.053217,36.196696,4
Axum Ethiopian,Las Vegas,"[Ethiopian, Restaurants]",-115.1449273,36.1220305,5
The Mad Greek,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.278464,36.1428,93
Siena Bistro,Las Vegas,"[Active Life, Bistros, Golf, Restaurants]",-115.3249823,36.1084416,6
Zine Noodles Dim Sum,Las Vegas,"[Dim Sum, Chinese, Restaurants]",-115.1711298,36.128561,221
China Star Buffet,Las Vegas,"[Buffets, Chinese, Restaurants]",-115.17204,36.106542,6
Famous Dave's,Las Vegas,"[Barbeque, Restaurants]",-115.171085,36.043483,3
Stratta,Las Vegas,"[Restaurants, American (New), Italian]",-115.1721598,36.12606526,192
Screwballs Sports Lounge,Las Vegas,"[Bars, American (Traditional), Nightlife, Lounges, Restaurants, Pizza]",-115.175396,36.057472,7
Wendy's,North Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1594976,36.2391823,11
Rosati's Pizza,Las Vegas,"[Italian, Pizza, Restaurants]",-115.278503,36.05657,3
Blue Fin Sushi & Roll,Las Vegas,"[Sushi Bars, Restaurants]",-115.088341,36.071413,249
Outback Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.172602,36.103699,51
Captain's Cove,Las Vegas,"[American (Traditional), American (New), Restaurants]",-115.2837833,36.1389598,5
Fuddruckers,Las Vegas,"[Burgers, American (Traditional), Restaurants]",-115.3092463,36.11354318,112
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.120315,36.0574572,45
Los Burritos,Las Vegas,"[Mexican, Restaurants]",-115.134978,36.013812,14
Rosati's,Las Vegas,"[Pizza, Restaurants]",-115.2790394,36.306775,73
Hokkaido Teppanyaki Steak House,Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.3250841,36.1248839,74
LAVO Italian Restaurant & Lounge,Las Vegas,"[Bars, Dance Clubs, Nightlife, Lounges, Italian, Restaurants]",-115.1690687,36.12443395,1069
Great American Bagel,Las Vegas,"[Breakfast & Brunch, Sandwiches, Salad, Restaurants]",-115.1506875,36.0883812,18
Sbarro,Las Vegas,"[Pizza, Restaurants]",-115.1506875,36.0883812,20
Mah Jong,Las Vegas,"[Chinese, Restaurants]",-115.21134,36.11274,20
Seasons Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1834372,36.0411727,181
Trattoria Reggiano,Las Vegas,"[Restaurants, Italian]",-115.1684369,36.12454871,395
Bar Charlie,Las Vegas,"[Japanese, Restaurants]",-115.146372,36.124423,14
Montesano's Eateria,Las Vegas,"[Food, Desserts, Italian, Pizza, Restaurants]",-115.1177785,36.0095858,225
Roberto's Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2797596,36.12902061,23
Inaka Sushi,Las Vegas,"[Sushi Bars, Buffets, Restaurants]",-115.2703357,36.01908848,87
Jersey Mike's Subs,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.1059228,36.0586694,9
Marco's Pizza,Las Vegas,"[Italian, Pizza, Restaurants]",-115.283688,36.055622,62
Super Mex Restaurant & Cantina,Las Vegas,"[Breakfast & Brunch, Mexican, Restaurants]",-115.278723,36.071411,67
Bilbo's Bar & Grill,Las Vegas,"[Bars, American (New), American (Traditional), Nightlife, Restaurants]",-115.284216,36.1587575,15
Bilbo's III Bar & Grill,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.1904204,36.0405285,6
Grand China,Las Vegas,"[Chinese, Restaurants]",-115.241332,36.055414,5
Farmer Boys,Las Vegas,"[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]",-115.0794033,36.2414968,71
Grape Vegas,Las Vegas,"[Bars, Wine Bars, Mediterranean, Greek, Nightlife, Restaurants]",-115.1776615,36.0686142,25
Mix Zone Cafe,Las Vegas,"[Thai, Restaurants]",-115.1720087,36.15936622,73
Gimik da Lounge,Las Vegas,"[Restaurants, Karaoke, Filipino, Nightlife]",-115.206768,36.116544,7
Primarily Prime Rib,Las Vegas,"[Steakhouses, Restaurants]",-115.1747074,36.0113116,85
San Gennaro Grill,Las Vegas,"[Burgers, Sandwiches, Restaurants]",-115.169758,36.121558,37
Gina's Bistro,Las Vegas,"[Restaurants, Italian]",-115.2790461,36.1125219,90
Papa John's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.2710016,36.019787,42
Mandarin Express,Las Vegas,"[Chinese, Restaurants]",-115.2243858,36.0489038,7
Texas de Brazil,Las Vegas,"[Steakhouses, Restaurants, Gluten-Free, Brazilian]",-115.178605,36.068584,885
Maui Rose Hawaiian BBQ,Las Vegas,"[Hawaiian, Restaurants]",-115.1766297,36.1451859,65
Nordstrom Cafe,Las Vegas,"[American (New), Restaurants]",-115.1732167,36.12758725,125
Applebee's,Las Vegas,"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",-115.2435598,36.1252746,30
Subway,Las Vegas,"[Fast Food, Sandwiches, Restaurants]",-115.1592718,36.0802868,12
Yoshidaya,Las Vegas,"[Japanese, Restaurants]",-115.1167309,36.0998803,3
Tiger Sushi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.244707,36.1005777,7
Zaytoon Mediterranean Market and Kabob,Las Vegas,"[Persian/Iranian, Mediterranean, Restaurants]",-115.279439,36.1238755,156
John Cutter,Las Vegas,"[Burgers, American (New), Chicken Wings, Restaurants]",-115.351342,36.159014,129
Cafe Deia,Las Vegas,"[Tapas Bars, Restaurants]",-115.3084925,36.1139419,14
Superbook Deli,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.1505728,36.13525532,29
The Buffet,Las Vegas,"[Buffets, Restaurants]",-115.1529193,36.1371122,90
WaffleS Cafe,Las Vegas,"[Food, Desserts, Breakfast & Brunch, Restaurants]",-115.2973533,36.0944116,151
Hawaiian BBQ,Las Vegas,"[Hawaiian, Restaurants]",-115.2424229,36.1992487,14
Rhodes Ranch Club House Restaurant,Las Vegas,"[Restaurants, Italian]",-115.31953,36.05798,11
Sunrise Coffee,Las Vegas,"[Food, Tea Rooms, Coffee & Tea, Vegan, Restaurants]",-115.1067983,36.0719464,481
Ping Pong Thai Restaurant,Las Vegas,"[Thai, Vegetarian, Restaurants]",-115.1104653,36.07135433,136
Ohana Hawaiian BBQ,Las Vegas,"[Chinese, Cantonese, Barbeque, Hawaiian, Restaurants]",-115.1986027,36.0387056,79
Little Bangkok Thai Restaurant,Las Vegas,"[Food, Ethnic Food, Thai, Specialty Food, Restaurants]",-115.114902,36.151796,15
Budweiser Racing Track Bar & Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.138026,36.089494,11
Pizzeria da Enzo,Las Vegas,"[Pizza, Restaurants]",-115.1823137,36.1418626,20
Kapit Bahay,Las Vegas,"[Filipino, Restaurants]",-115.1721927,36.1068162,49
Bosa 1,Las Vegas,"[Vietnamese, Restaurants]",-115.224318,36.127754,89
LBS Burger,Las Vegas,"[Burgers, Restaurants]",-115.333584,36.156094,223
Tropical Smoothie Cafe,Las Vegas,"[Food, Juice Bars & Smoothies, Sandwiches, Restaurants]",-115.224964,36.069826,44
Cook's BBQ,Las Vegas,"[Barbeque, Restaurants]",-115.1597713,36.1557597,3
Regale Ristorante Italiano,Las Vegas,"[Restaurants, Italian]",-115.175557,36.098909,7
T&T - Tacos and Tequila,Las Vegas,"[Mexican, Restaurants]",-115.1758946,36.09701407,444
Won Mi,Las Vegas,"[Korean, Restaurants]",-115.213867,36.126501,4
Jenni Pho,Las Vegas,"[Vietnamese, Restaurants]",-115.2435889,36.0455949,228
Taza Indian Kitchen,Las Vegas,"[Pakistani, Indian, Restaurants]",-115.1187014,36.0165803,15
Honmachi,Las Vegas,"[Japanese, Barbeque, Restaurants]",-115.136056,36.012764,10
Bollywood Grill Indian Cusine,Las Vegas,"[Pakistani, Indian, Restaurants]",-115.2418447,36.1442339,41
Pizza Patron,Las Vegas,"[Pizza, Restaurants]",-115.1095943,36.158231,4
Woo Che,Las Vegas,"[Korean, Buffets, Barbeque, Restaurants]",-115.2054322,36.1261038,105
Steve-O's New York Pizza,Las Vegas,"[Pizza, Restaurants]",-115.131645,36.021088,3
Dickey's Barbecue Pit,Las Vegas,"[Barbeque, Restaurants]",-115.1715309,36.0544171,145
Shari's Rock & Roll Diner,Las Vegas,"[Diners, Restaurants]",-115.259773,36.194505,31
Famous Dave's BBQ,Las Vegas,"[Sandwiches, Barbeque, Restaurants]",-115.3051701,36.1149939,113
Sbarro,Las Vegas,"[Italian, Pizza, Restaurants]",-115.1767584,36.1044875,21
Outback Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.241601,36.194482,60
Original Tommy's,Las Vegas,"[Burgers, Restaurants]",-115.0613113,36.10883583,49
Napoli Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.207528,36.1462228,123
Olive Garden Italian Restaurant,Las Vegas,"[Restaurants, Italian]",-115.2077903,36.1546096,64
Via Brasil Steakhouse,Las Vegas,"[Steakhouses, Restaurants, Brazilian]",-115.2924059,36.1568895,265
Binion's Horseshoe Deli,Las Vegas,"[Delis, Sandwiches, Salad, Restaurants]",-115.144061,36.171235,12
The Garden Grill,Las Vegas,"[Pub Food, Fast Food, American (Traditional), Restaurants]",-115.1615956,36.1374016,58
Bay City Diner,Las Vegas,"[American (Traditional), Restaurants]",-115.1315065,36.1653094,16
Red Sushi Hibachi Grill,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1454799,36.16939051,90
Aloha A Go Go,Las Vegas,"[Hawaiian, Restaurants]",-115.2069805,35.995344,10
Olive Garden Italian Restaurant,Las Vegas,"[Restaurants, Italian]",-115.2445146,36.2183699,72
Moe's Southwest Grill,Las Vegas,"[Mexican, Restaurants]",-115.1399572,36.08668489,34
Grand Lux Cafe,Las Vegas,"[Food, Desserts, American (Traditional), Restaurants]",-115.17033,36.123618,739
Sports Deli,Las Vegas,"[Delis, Cafes, Sandwiches, Restaurants]",-115.1865864,36.11548217,59
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.062655,36.1608317,27
Wayne's Sushi Bar,Las Vegas,"[Sushi Bars, Restaurants]",-115.178936,36.1438599,38
Rampart Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2910289,36.1757303,58
Off the Strip Bistro & Bar,Las Vegas,"[American (New), Restaurants]",-115.2069481,35.9953175,269
Timbers Bar & Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.1359573,36.034953,7
The Mad Greek Cafe,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.1648858,36.1314439,27
Auntie Anne's Pretzels,Las Vegas,"[Food Stands, Restaurants]",-115.1380271,36.08159339,24
Festival Buffet,North Las Vegas,"[Buffets, Restaurants]",-115.2304131,36.2576752,14
Feast Buffet,North Las Vegas,"[Buffets, Restaurants]",-115.1898805,36.1956979,36
Canyon Ranch Grill,Las Vegas,"[Breakfast & Brunch, American (Traditional), American (New), Restaurants]",-115.16908,36.123559,60
Camacho's Cantina,North Las Vegas,"[Bars, Mexican, Nightlife, Restaurants]",-115.1818353,36.2912219,9
Mezzo Bistro and Wine,Las Vegas,"[Restaurants, Italian]",-115.2311991,36.2371631,161
Switch Steak,Las Vegas,"[Steakhouses, Restaurants]",-115.1711298,36.128561,144
Miko's Izakaya,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1520552,36.0428966,219
Botero,Las Vegas,"[Steakhouses, Restaurants]",-115.165913,36.127516,362
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.3020572,36.10063433,205
Society Cafe Encore,Las Vegas,"[American (New), Restaurants]",-115.1657792,36.1287864,492
Luciano's,Las Vegas,"[Restaurants, Italian]",-115.170815,36.1274245,8
Carve,Las Vegas,"[Steakhouses, Restaurants]",-115.0570679,36.1085525,44
Casa Cocina,Las Vegas,"[Mexican, Restaurants]",-115.0570679,36.1085525,5
Snaps,Las Vegas,"[American (Traditional), Restaurants]",-115.0570679,36.1085525,45
Sierra Gold,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.178472,36.28633,57
Noodle Exchange,Las Vegas,"[Chinese, Restaurants]",-115.1928809,36.11635402,101
Coronado Cafe,Las Vegas,"[Diners, Restaurants]",-115.174196,36.011426,249
Kai Sushi and Steakhouse,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.278208,36.112737,35
McDonald's,North Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.126973,36.219109,7
H2 EAU,Las Vegas,"[Bars, Restaurants, Nightlife, Diners]",-115.171051,36.12650593,9
India's Grill,Las Vegas,"[Indian, Restaurants]",-115.2185573,36.1688235,4
Egg Works,Las Vegas,"[Breakfast & Brunch, Restaurants]",-115.11687,36.072421,485
Wazuzu,Las Vegas,"[Diners, Restaurants]",-115.166312,36.12757,264
Fat Boy,Las Vegas,"[Burgers, Pizza, Mexican, Restaurants]",-115.0801061,36.1670439,114
Forbes KTV Restaurant & Bar,Las Vegas,"[Bars, Chinese, Szechuan, Nightlife, Karaoke, Restaurants]",-115.2245664,36.1280756,11
Sinatra,Las Vegas,[Restaurants],-115.1657996,36.1268238,265
J C Wooloughan Irish Pub,Las Vegas,"[Pubs, Irish, Nightlife, Bars, Restaurants]",-115.2910289,36.1757303,54
BBQ King,Las Vegas,"[Chinese, Barbeque, Restaurants]",-115.2188254,36.1259475,50
Buffet At Asia,Las Vegas,"[Seafood, Buffets, Chinese, Restaurants]",-115.118622,36.115194,101
Aranya Thai Bistro,Las Vegas,"[Thai, Restaurants]",-115.3077909,36.1138449,57
Galanga Thai Eatery,Las Vegas,"[Thai, Restaurants]",-115.1722594,36.0410251,72
California Pizza Kitchen,Las Vegas,"[Pizza, Restaurants]",-115.1505439,36.08316991,99
Mimi's Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), French, Restaurants]",-115.251761,36.061812,65
Stage Deli,Las Vegas,"[Food, Desserts, Delis, Sandwiches, Restaurants]",-115.1676,36.103295,40
M & M Chicken and Waffles,Las Vegas,"[Soul Food, Restaurants]",-115.160294,36.184536,4
Hawaiian Style Poke,Las Vegas,"[Hawaiian, Restaurants]",-115.1947756,36.12583513,114
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.320321,36.159417,25
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.2001641,36.1439703,10
Sahara Saloon,Las Vegas,"[American (Traditional), Restaurants]",-115.1020992,36.1448234,14
Beijing Noodle No. 9,Las Vegas,"[Chinese, Restaurants]",-115.177875,36.11706,449
Sassy Sal's BBQ,Las Vegas,"[Barbeque, Restaurants]",-115.2823852,36.30256691,46
Quiznos,Las Vegas,"[Sandwiches, Restaurants]",-115.1857339,36.14793071,11
Mr. Mama's,Las Vegas,"[Breakfast & Brunch, Sandwiches, Restaurants]",-115.207338,36.088774,1065
Ibo Turkish and Mediterranean Restaurant,Las Vegas,"[Restaurants, Turkish]",-115.3053069,36.1135909,10
TGI Friday's,Las Vegas,"[American (Traditional), Restaurants]",-115.192665,36.11576,74
Burke in the Box,Las Vegas,"[American (Traditional), Restaurants]",-115.1391984,36.08282213,78
Long Life Vege Restaurant,Las Vegas,"[Vegetarian, Vegan, Chinese, Restaurants]",-115.0918871,36.1143211,30
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.243799,36.061677,14
HARRY O's BBQ,Las Vegas,"[Barbeque, Restaurants]",-115.184915,36.12607,3
Deli Den,Las Vegas,"[Delis, Restaurants]",-115.3036,36.2811,20
The Lodge at Grand Teton,Las Vegas,"[Pubs, Bars, American (Traditional), Nightlife, Restaurants]",-115.2772047,36.3067315,46
Cici's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.1353046,36.0101596,63
Dennys,Las Vegas,"[American (Traditional), Restaurants]",-115.230569,36.159674,29
Island Flavor,Las Vegas,"[Hawaiian, Restaurants]",-115.2781725,36.04181594,573
Sunset Grill,Las Vegas,"[American (New), Restaurants]",-115.1889467,36.0774591,23
Little Caesars,Las Vegas,"[Pizza, Restaurants]",-115.276246,36.21907,5
Kabob Express,Las Vegas,"[Afghan, Persian/Iranian, Restaurants]",-115.1179542,36.0996917,82
Ports O Call Buffet,Las Vegas,"[Buffets, Chinese, Restaurants]",-115.1943705,36.11658884,91
Cafe Siena,Las Vegas,"[American (Traditional), Restaurants]",-115.291215,36.168723,35
Elena's Restaurant,Las Vegas,"[Filipino, Restaurants]",-115.1157458,36.1298281,58
Gyro Time,Las Vegas,"[Greek, Restaurants]",-115.11937,36.085343,40
Wok On In,Las Vegas,"[Mongolian, Chinese, Restaurants]",-115.1410747,36.1164875,19
T.G.I. Friday's,Las Vegas,"[American (Traditional), American (New), Restaurants]",-115.2913521,36.1691517,49
Ohana Hawaiian Bbq,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.120023,36.055832,48
Alexis Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.1559363,36.10788,11
Sakun Thai,Las Vegas,"[Food, Ethnic Food, Thai, Specialty Food, Restaurants]",-115.1287195,36.0568121,107
TGI Friday's,North Las Vegas,"[American (New), Restaurants]",-115.1809645,36.2919185,86
Geisha House Steak & Sushi,Las Vegas,"[Steakhouses, Sushi Bars, Japanese, Restaurants]",-115.2986392,36.0765586,65
Mr. Beijing,Las Vegas,"[Chinese, Restaurants]",-115.147904,36.114988,83
El Patio Mexico,Las Vegas,"[Mexican, Restaurants]",-115.1370841,36.1066864,35
Sushi Kaya,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1982164,36.12595131,475
Sammy's Woodfired Pizza and Grill,Las Vegas,"[Pizza, Gluten-Free, Restaurants]",-115.252315,36.063237,133
Poke Express,North Las Vegas,"[Hawaiian, Restaurants]",-115.1505882,36.238438,206
Big Mama's & Papa's Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.13359,36.115524,38
Bar Louie,Las Vegas,"[American (Traditional), Restaurants]",-115.1763677,36.0680069,18
Rhythm Kitchen,Las Vegas,"[Seafood, Steakhouses, Cajun/Creole, Restaurants]",-115.20848,36.073079,283
The Cheesecake Factory,Las Vegas,"[Food, Desserts, American (Traditional), Restaurants]",-115.289207,36.16462828,265
Blue Agave,Las Vegas,"[Seafood, Mexican, Restaurants]",-115.195684,36.114539,5
The Oyster Bar at Terzetto,Las Vegas,"[Seafood, Restaurants]",-114.990361,36.2779044,4
Red Apple Grill,Las Vegas,"[Burgers, Barbeque, Restaurants]",-115.2509355,36.1591089,5
P.F. Chang's,Las Vegas,"[Gluten-Free, Asian Fusion, Chinese, Restaurants]",-115.172501,36.1100668,290
Vinny-Boy's Italian Market Place,Las Vegas,"[Delis, Italian, Restaurants]",-115.1906168,36.145787,15
Thai Wasabi,Las Vegas,"[Thai, Sushi Bars, Asian Fusion, Restaurants]",-115.25354,36.1433,12
Rosati's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.3161937,36.2183821,45
The Edge of Town,Las Vegas,"[American (Traditional), Restaurants]",-115.3253044,36.2188016,34
Cafe Rio,Las Vegas,"[Mexican, Restaurants]",-115.257743,36.26483,75
Dennys,Las Vegas,[Restaurants],-115.295766,36.1005923,34
Feast Buffet,North Las Vegas,"[Buffets, Restaurants]",-115.180625,36.292489,72
Michoacan Gourmet Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.2668393,36.2713297,165
Dong Ting Spring,Las Vegas,"[Chinese, Restaurants]",-115.2062795,36.1167652,48
Food Express,Las Vegas,"[Chinese, Restaurants]",-115.1829873,36.1462673,21
On the Border Mexican Grill & Cantina,Las Vegas,"[Mexican, Restaurants]",-115.2566567,36.264515,107
Emperor's Buffet,Las Vegas,"[Buffets, Restaurants]",-115.170129,36.118346,58
Indian Curry Bowl,Las Vegas,"[Indian, Restaurants]",-115.256869,36.2638103,46
Delucias Pizzeria,North Las Vegas,"[Italian, Pizza, Restaurants]",-115.1184241,36.2747539,48
360 Gourmet Burrito,Las Vegas,"[Mexican, Restaurants]",-115.138026,36.089494,72
Top Notch Barbeque,Las Vegas,"[Food Stands, Restaurants]",-115.214682,36.158189,5
Hick's H&H BBQ Pit Stop,Las Vegas,"[Barbeque, Restaurants]",-115.122717,36.200972,35
Cookie's BBQ,Las Vegas,"[Barbeque, Restaurants]",-115.1570995,36.1886225,3
Pit Boss BBQ,Las Vegas,"[American (Traditional), Barbeque, Restaurants]",-115.160131,36.1887789,11
PT's,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.2975154,36.06804227,26
Familia Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.2782,36.042461,139
Little Dumpling Asian Buffet,North Las Vegas,"[Asian Fusion, Buffets, Restaurants]",-115.1768961,36.2392191,15
Broadway Burger Bar & Grill,Las Vegas,"[Burgers, Vegetarian, Restaurants]",-115.1735161,36.1030009,166
La Cosina Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.1722497,36.0564689,26
Serendipity 3,Las Vegas,"[American (Traditional), Restaurants]",-115.1733166,36.11566972,3007
Famous Dave's,Las Vegas,"[Sandwiches, Barbeque, Restaurants]",-115.1952579,36.0387752,161
Evos,Las Vegas,"[Fast Food, Restaurants]",-115.2583377,36.1960261,4
Springs Cafe by Wolfgang Puck,Las Vegas,"[American (New), Restaurants]",-115.1922304,36.1680995,23
Sarfino's Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.2074073,36.1299918,15
Mama Cimino's,Las Vegas,"[Pizza, Restaurants]",-115.1416356,36.0425894,11
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2971808,36.1447744,80
Hot Dogs at Slots of Fun,Las Vegas,"[Hot Dogs, Restaurants]",-115.162926,36.135911,8
Bally's Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1727367,36.1142391,68
Jody Maroni's Sausage Kingdom,Las Vegas,"[Hot Dogs, Restaurants]",-115.1735161,36.1030009,5
Promenade Cafe,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.289948,36.175228,32
Cadillac Ranch,Las Vegas,"[American (Traditional), Restaurants]",-115.138026,36.089494,84
Popeyes Chicken and Biscuits,Las Vegas,"[Fast Food, Chicken Wings, Restaurants]",-115.278555,36.0588539,14
Pizzeria Fracesco's,Las Vegas,"[Restaurants, Italian]",-115.1730752,36.1231538,3
Wienerschnitzel,Las Vegas,"[Fast Food, Hot Dogs, Restaurants]",-115.2431468,36.0786651,8
Archi's Thai Cafe,Las Vegas,"[Thai, Restaurants]",-115.2999764,36.14715261,237
Panda Express,Las Vegas,"[Fast Food, Chinese, Restaurants]",-115.204802,36.034193,24
Sammy's LA Pastrami & Burgers,Las Vegas,"[Burgers, Fast Food, Sandwiches, Restaurants]",-115.1222548,36.1000026,204
Carl's Jr.,Las Vegas,"[Fast Food, Restaurants]",-115.1366111,36.0169212,11
Rare 120,Las Vegas,"[Steakhouses, Restaurants]",-115.1325897,36.1295416,76
Chipotle Mexican Grill,North Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.1161853,36.2402631,52
IHOP,North Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.171859,36.2395163,27
Blue Nile,Las Vegas,"[Ethiopian, Restaurants]",-115.1960063,36.1309039,49
Ruby Tuesday,North Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.154011,36.23896,68
Sandai Sushi,Las Vegas,"[Korean, Asian Fusion, Sushi Bars, Restaurants]",-115.2252203,36.1146152,20
Carlito's Burritos,Las Vegas,"[Mexican, Restaurants]",-115.1025184,36.0786216,268
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.206161,36.1440005,37
Brooklyn Billy's,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.236636,36.114921,15
Due Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.155708,36.102907,17
