name,city,categories,longitude,latitude,review_count
barMASA,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1769145,36.10665561,181
Jean Georges Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.1785827,36.10627719,376
Sirio Ristorante,Las Vegas,"[Italian, American (New), Restaurants]",-115.1742268,36.10688395,173
American Fish,Las Vegas,"[Seafood, American (New), Restaurants]",-115.1732075,36.10678861,290
Sage,Las Vegas,"[American (New), Mediterranean, Restaurants]",-115.1765013,36.10757739,720
ARIA Cafe,Las Vegas,"[Breakfast & Brunch, American (New), Cafes, Restaurants]",-115.1761294,36.10732731,434
The Buffet at ARIA,Las Vegas,"[Buffets, Restaurants]",-115.17698,36.107406,1125
Lemongrass,Las Vegas,"[Thai, Restaurants]",-115.1757699,36.1077099,461
Denny's,Las Vegas,"[American (Traditional), Diners, Restaurants]",-115.1716626,36.12107224,83
Scarpetta,Las Vegas,"[Restaurants, Italian]",-115.1743555,36.10980503,709
Hakkasan Restaurant,Las Vegas,"[Cantonese, American (New), Chinese, Restaurants]",-115.172596,36.101813,175
Johnny McGuire's Deli,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.138026,36.089494,79
Grand Caf�,Las Vegas,"[Cafes, Restaurants]",-115.1774972,36.1441362,30
Jacky Chan,Las Vegas,"[Thai, Chinese, Restaurants]",-115.2776613,36.0216397,69
Pho 87,Las Vegas,"[Vietnamese, Restaurants]",-115.2246536,36.1233887,175
Sammy's Beach Bar & Grill,Las Vegas,"[Bars, Mexican, Nightlife, American (New), Sports Bars, Restaurants]",-115.146372,36.124423,93
Aloha Hawaiian BBQ,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.1013189,36.07245446,44
Cannery Row Buffet,Las Vegas,"[Buffets, Restaurants]",-115.0406679,36.1067341,30
First Food & Bar,Las Vegas,"[Bars, American (New), American (Traditional), Nightlife, Restaurants]",-115.1686692,36.12355948,357
Tacos El Compita #2,Las Vegas,"[Mexican, Restaurants]",-115.2608371,36.1744952,46
Victory's Bar & Grill,North Las Vegas,"[American (Traditional), Cafes, Restaurants]",-115.1190076,36.2386502,50
Pasta Pirate,Las Vegas,"[American (Traditional), Restaurants]",-115.1455849,36.1727435,30
Las Pupusas,North Las Vegas,"[Latin American, Restaurants]",-115.154932,36.238361,53
HK Star,Las Vegas,"[Chinese, Restaurants]",-115.2248077,36.1277487,139
Pho Saigon 8,Las Vegas,"[Vietnamese, Restaurants]",-115.1184164,36.0254142,224
Da Lat,Las Vegas,"[Vietnamese, Restaurants]",-115.2029596,36.1150732,206
China One - West Charleston,Las Vegas,"[Chinese, Restaurants]",-115.3506779,36.15937617,58
Krazy Sushi,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.2870159,36.2914365,115
Elements Kitchen & Martini Bar,Las Vegas,"[Italian, American (New), Restaurants]",-115.243004,36.098354,156
Market Grille Cafe,Las Vegas,"[Greek, Mediterranean, Restaurants]",-115.24816,36.195285,169
Sura BBQ Buffet,Las Vegas,"[Korean, Buffets, Barbeque, Restaurants]",-115.201181,36.126728,419
The Burger Joint,Las Vegas,"[Burgers, Restaurants]",-115.1713943,36.1156902,98
Sourdough Cafe,Las Vegas,"[American (Traditional), Diners, Restaurants]",-115.2072287,36.1634312,38
Mizuya,Las Vegas,"[Bars, Sushi Bars, Japanese, Nightlife, Lounges, Restaurants]",-115.1751614,36.0918639,89
Magnolia's Veranda,Las Vegas,"[American (Traditional), Restaurants]",-115.1439296,36.170384,88
Harvest Cafe,Las Vegas,"[American (Traditional), Restaurants]",-115.206628,36.239064,30
Tropical Smoothie Cafe,Las Vegas,"[Food, Juice Bars & Smoothies, Sandwiches, Restaurants]",-115.3084925,36.1139419,81
Sushi Bomb,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.3257738,36.2193261,178
Baja Bar & Grill,Las Vegas,"[Mexican, Restaurants]",-115.1371252,36.1037874,86
S7 Buffet,Las Vegas,"[Buffets, Restaurants]",-115.152279,36.1134879,58
Garfield's Restaurant,Las Vegas,"[American (New), Restaurants]",-115.2682033,36.2074847,77
Firefly,Las Vegas,"[Tapas Bars, Restaurants]",-115.1260876,36.17116998,118
Mastrioni's,Las Vegas,"[Seafood, Restaurants, Italian]",-115.3145846,36.1289377,107
Tverskaya Russian Restaurant,Las Vegas,"[Russian, Restaurants]",-115.2066735,36.1148713,50
Nagoya Japanese Restaurant & Korean BBQ,Las Vegas,"[Korean, Sushi Bars, Japanese, Restaurants]",-115.242713,36.036676,58
Fuddruckers,Las Vegas,"[Burgers, American (Traditional), Restaurants]",-115.2025182,36.10305008,56
Lazy Joe's Fish & Chips,Las Vegas,"[Fish & Chips, Mediterranean, Gluten-Free, Restaurants]",-115.2440943,36.0458007,170
Maciano's Pizza & Pastaria,Las Vegas,"[Restaurants, Pizza, Italian]",-115.3073116,36.0860344,87
Khotan,Las Vegas,"[Asian Fusion, Restaurants]",-115.1711298,36.128561,35
Xo Chinese Food,Las Vegas,"[Chinese, Restaurants]",-115.267744,36.0209438,62
Barcelona Tapas Restaurant,Las Vegas,"[Tapas Bars, Spanish, Restaurants]",-115.205172,35.995577,191
Chicago Brewing Co.,Las Vegas,"[Food, Breweries, Pizza, Restaurants]",-115.143369,36.17014405,99
Yagyu Yakiniku,Las Vegas,"[Japanese, Barbeque, Restaurants]",-115.197906,36.125908,150
McDonalds,Las Vegas,"[Fast Food, Restaurants]",-115.305973,36.191844,31
Teriyaki Madness,North Las Vegas,"[Asian Fusion, Japanese, Hawaiian, Restaurants]",-115.1513546,36.2381216,65
China Star Buffet,Las Vegas,"[Buffets, Restaurants]",-115.2083645,36.099494,32
MOzen Bistro,Las Vegas,"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",-115.1735894,36.10711231,208
Hard Rock Caf�,Las Vegas,"[Arts & Entertainment, Music Venues, Burgers, Nightlife, American (New), Restaurants]",-115.1727677,36.1040794,294
In-N-Out Burger,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1910187,36.0404249,127
The Flame Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.13865,36.169148,79
EllaEm's Soul Food,North Las Vegas,"[Soul Food, Restaurants]",-115.1522116,36.2380013,138
Ciao Ciao Pizza,Las Vegas,"[Pizza, Restaurants]",-115.278353,36.108418,34
Namaste Indian Cuisine,Las Vegas,"[Indian, Restaurants]",-115.1423943,36.1421289,106
Corner Thai Kitchen,Las Vegas,"[Thai, Restaurants]",-115.30114,36.099339,100
Ginseng 3,Las Vegas,"[Korean, Japanese, Chinese, Restaurants]",-115.172532,36.118221,104
Grind Burger Bar and Lounge,Las Vegas,"[Burgers, Restaurants]",-115.156429,36.10131,206
Albo Pizza,Las Vegas,"[Pizza, Restaurants]",-115.1517943,36.1526639,31
Glazier's Food Marketplace,Las Vegas,"[Food, Grocery, Delis, Restaurants]",-115.2774083,36.05442169,278
Jollibee,Las Vegas,"[Fast Food, Restaurants]",-115.3010489,36.1460091,73
Jumbo Super Buffet,Las Vegas,"[Buffets, Chinese, Restaurants]",-115.2076699,36.1527015,42
Leticia's Mexican Cocina,Las Vegas,"[Mexican, Restaurants]",-115.2800882,36.29887519,413
MIX 94.1's Bite Of Las Vegas,Las Vegas,"[Arts & Entertainment, American (New), Nightlife, Music Venues, Restaurants]",-115.2735809,36.12528259,27
Mamita's,Las Vegas,"[Mexican, Food Stands, Restaurants]",-115.13913,36.168245,28
Capriotti's Sandwich Shop,Las Vegas,"[Event Planning & Services, Caterers, Sandwiches, Salad, Restaurants]",-115.089966,36.020555,44
Streets of New York,Las Vegas,"[Italian, Pizza, Sandwiches, Restaurants]",-115.2799856,36.2984179,97
McDonald's,Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.1727487,36.1060731,47
Bambini's Pizzeria Rotisserie,North Las Vegas,"[Italian, Pizza, Restaurants]",-115.1951173,36.2395594,91
Porchlight Grille,Las Vegas,"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",-115.274574,36.130313,39
Ambrosia Caf�,Las Vegas,"[Mediterranean, Restaurants]",-115.225806,36.055251,52
Pink's Hot Dogs,Las Vegas,"[Fast Food, Hot Dogs, Restaurants]",-115.1735405,36.10951566,750
Griddlecakes,Las Vegas,"[American (Traditional), Restaurants]",-115.117046,36.017362,141
Cabo Wabo Cantina,Las Vegas,"[Mexican, Restaurants]",-115.1725257,36.11129865,560
Famous Dave's BBQ,North Las Vegas,"[Barbeque, Restaurants]",-115.1138313,36.24064501,96
Wendy's Noodle Cafe,Las Vegas,"[Chinese, Restaurants]",-115.225012,36.1272875,339
Lola's,Las Vegas,"[Cajun/Creole, Restaurants]",-115.1583024,36.1586702,498
Rounders,Las Vegas,"[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]",-115.2681693,36.0202523,82
Pizza Place,Las Vegas,"[Food, Ice Cream & Frozen Yogurt, Pizza, Sandwiches, Restaurants]",-115.1659163,36.1275008,92
The Sporting House Bar & Grill,Las Vegas,"[Bars, American (Traditional), Nightlife, American (New), Sports Bars, Restaurants]",-115.174634,36.102099,97
MRKT,North Las Vegas,"[Seafood, Steakhouses, Salad, Restaurants]",-115.180398,36.29306968,77
Waffles Cafe,Las Vegas,"[Food, Coffee & Tea, Breakfast & Brunch, Restaurants]",-115.2877003,36.2777245,140
D Vino,Las Vegas,"[Wine Bars, Bars, Restaurants, Nightlife, Italian]",-115.17677,36.104605,115
Beso Steakhouse,Las Vegas,"[Steakhouses, Diners, Restaurants]",-115.173179,36.108999,137
Mandarin Oriental Tea Lounge,Las Vegas,"[Food, Tea Rooms, Tapas Bars, Restaurants]",-115.1743503,36.10620487,173
Kabuki Dining Bar,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.1378386,36.1162576,33
Chart House,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.144266,36.1706341,142
Dad's Grilled Cheese,Las Vegas,"[Sandwiches, Restaurants]",-115.2079863,36.0944424,65
Grimaldi's Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.1193117,36.01596967,441
Mad Onion,Las Vegas,"[American (Traditional), Restaurants]",-115.167501,36.099809,149
BB King's Blues Club,Las Vegas,"[Jazz & Blues, Arts & Entertainment, Southern, Nightlife, Restaurants]",-115.174227,36.121618,178
Benjarong Authentic Thai Cuisine,Las Vegas,"[Thai, Restaurants]",-115.2795528,36.0533813,99
Julian Serrano,Las Vegas,"[Tapas Bars, Spanish, Restaurants]",-115.175769,36.10845843,990
Cana Latin Kitchen & Bar,Las Vegas,"[Tapas/Small Plates, Latin American, Restaurants]",-115.1763677,36.0680069,53
Chili's Restaurant,Las Vegas,"[American (Traditional), Restaurants]",-115.2066638,36.2788812,58
Union Restaurant & Lounge,Las Vegas,"[Steakhouses, American (New), Restaurants]",-115.1711298,36.128561,60
Kusina Ni Lorraine,Las Vegas,"[Filipino, Restaurants]",-115.1376144,36.1261213,75
Coco's Family Restaurant,Las Vegas,"[Bakeries, Food, American (Traditional), Restaurants]",-115.16522,36.099004,122
Blossom,Las Vegas,"[Chinese, Restaurants]",-115.1770871,36.10676312,123
Amore Patisserie,Las Vegas,"[Bakeries, Food, Restaurants]",-115.1711298,36.128561,28
Herbs & Rye,Las Vegas,"[Tapas Bars, Restaurants, Italian]",-115.191825,36.144269,460
Baguette Cafe,Las Vegas,"[Food, Breakfast & Brunch, Coffee & Tea, Sandwiches, Restaurants]",-115.2731257,36.0668593,515
Skybox Sports Bar & Grill,Las Vegas,"[Nightlife, Burgers, Bars, Sports Bars, Restaurants]",-115.1711298,36.128561,69
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.171418,36.121222,34
India Masala,Las Vegas,"[Indian, Restaurants]",-115.1700211,36.12539669,130
808 Sushi,Las Vegas,"[Sushi Bars, Restaurants]",-115.2792274,36.0521807,304
Rosati's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.153742,36.015643,54
New York Chinese Restaurant,Las Vegas,"[Chinese, Restaurants]",-115.3023396,36.2067953,75
Don Tortaco,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.266568,36.021245,56
Pumi Express,Las Vegas,"[Chinese, Restaurants]",-115.2984943,36.06892544,40
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.267745,36.020945,65
Thai Original BBQ Restaurant,Las Vegas,"[Thai, Barbeque, Restaurants]",-115.2411327,36.1151835,59
Hash House A Go Go,Las Vegas,"[Breakfast & Brunch, American (New), Restaurants]",-115.1712445,36.11788299,2110
Tokyo Sushi House,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.3140297,36.2187911,84
Canal Street,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.2014914,36.10198284,51
Mastro's Ocean Club,Las Vegas,"[Seafood, Steakhouses, Restaurants]",-115.1740551,36.10792411,732
Afandi Restaurant and Market,Las Vegas,"[Food, Grocery, Middle Eastern, Restaurants]",-115.2096005,36.1587612,27
Sagos Baja Tavern & Lounge,Las Vegas,"[Gastropubs, Bars, American (New), Nightlife, Restaurants]",-115.2965319,36.102015,56
Martorano's,Las Vegas,"[Restaurants, Italian]",-115.1864851,36.1186984,145
Lulu Hawaiian Bbq,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.2063908,36.2786792,44
Red Ribbon,Las Vegas,"[Bakeries, Food, Filipino, Restaurants]",-115.1359253,36.11814117,30
Planet Hollywood,Las Vegas,"[American (Traditional), Restaurants]",-115.170438,36.110035,157
Sicily's Pizza,Las Vegas,"[Restaurants, Pizza, Italian]",-115.279894,36.1248783,104
L & L Hawaiian Barbecue,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.1247156,36.0208475,45
Zaba's Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.2833586,36.1987096,34
Chili's Grill & Bar,Las Vegas,"[American (Traditional), American (New), Restaurants]",-115.2523959,36.0625875,81
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.1900465,35.9837636,39
Phat Phrank's,Las Vegas,"[Mexican, Restaurants]",-115.206889,36.072516,215
Grimaldi's Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.2897277,36.16409898,281
Goldfinger's Bar & Grille,Las Vegas,"[American (Traditional), Restaurants]",-115.2065226,36.2770944,32
PT's,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.120388,36.2760304,28
Angelina's Pizzeria,Las Vegas,"[Burgers, Pizza, Salad, Restaurants]",-115.207495,36.08535,56
Cabo Mexican Restaurant,Las Vegas,"[Mexican, Restaurants]",-115.2421123,36.2499068,39
El Panzon Tacos Y Tortas,Las Vegas,"[Mexican, Restaurants]",-115.093923,36.072148,53
New York Chinese Restaurant,Las Vegas,"[Chinese, Restaurants]",-115.2979334,36.1251453,59
CiCi's Pizza,Las Vegas,"[Pizza, Restaurants]",-115.2004648,36.15901999,30
Beso,Las Vegas,"[Bars, American (New), Nightlife, Lounges, Steakhouses, Restaurants]",-115.2227297,36.08081978,50
Alexander's Pizza,Las Vegas,"[Food, Pizza, Restaurants]",-115.0297625,36.0974138,27
PT's,Las Vegas,"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",-115.314902,36.086515,31
Wingstop,North Las Vegas,"[Chicken Wings, Restaurants]",-115.178994,36.239289,40
Boba City Cafe,Las Vegas,"[Food, Coffee & Tea, Sandwiches, Restaurants]",-115.2419048,36.1129135,63
Empire Bagels,Las Vegas,"[Food, Breakfast & Brunch, Bagels, Delis, Restaurants]",-115.2981759,36.07728616,39
Yanni's Gyros,Las Vegas,"[Greek, Restaurants]",-115.136169,36.011942,99
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2519907,36.06363709,90
Rubio's Fresh Mexican Grill,Las Vegas,"[Mexican, Restaurants]",-115.1193523,36.020712,45
Pepe's Tacos 3,Las Vegas,"[Mexican, Restaurants]",-115.0693311,36.1163187,45
Mariscos Vallarta,Las Vegas,"[Food, Specialty Food, Mexican, Seafood Markets, Restaurants]",-115.07741,36.100001,28
Sammy's Woodfired Pizza and Grill,Las Vegas,"[Pizza, Gluten-Free, Restaurants]",-115.2999059,36.1158435,80
Eddie D's,Las Vegas,"[Pizza, Italian, Sandwiches, Restaurants]",-115.241693,36.064115,83
Timbers - Durango,Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.288482,36.2890699,45
Juke Joint Bar & Grill,North Las Vegas,"[American (Traditional), Restaurants]",-115.08093,36.240966,27
Mundo Restaurant,Las Vegas,"[Spanish, Mexican, Latin American, Restaurants]",-115.156241,36.167659,339
Farmer Boys,Las Vegas,"[Burgers, Breakfast & Brunch, Sandwiches, Restaurants]",-115.2084771,36.0839728,123
Roberto's Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.204305,35.999183,45
Heidi's Brooklyn Deli,Las Vegas,"[Delis, Sandwiches, Restaurants]",-115.2111012,36.1587715,45
China One,Las Vegas,"[Chinese, Restaurants]",-115.285732,36.289679,91
Capriotti's Sandwich Shop,Las Vegas,"[Sandwiches, Restaurants]",-115.0623508,36.1678477,30
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.1838488,36.0416966,38
Vic & Anthony's Steakhouse,Las Vegas,"[Steakhouses, Restaurants]",-115.144668,36.17062,325
Morrissey's Irish Pub,North Las Vegas,"[Bars, American (Traditional), Nightlife, Restaurants]",-115.1331479,36.2833251,41
Roberto's Taco Shop,Las Vegas,"[Mexican, Restaurants]",-115.2923366,36.1584097,34
Robertos Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2848169,36.2910556,44
Sin City Sushi,Las Vegas,"[Sushi Bars, Restaurants]",-115.1190908,36.0211192,214
Wolfgang Puck Pizzeria & Cucina,Las Vegas,"[Restaurants, Pizza, Italian]",-115.1750617,36.10767672,399
Hussong's Cantina,Las Vegas,"[Food, Beer, Wine & Spirits, Vegetarian, Mexican, Restaurants]",-115.176019,36.094254,299
Shalimar Restaurant,Las Vegas,"[Indian, Vegetarian, Pakistani, Restaurants]",-115.2085076,36.11731625,54
Qdoba,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.243814,36.0616932,39
Roberto's Taco Shop,North Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.1446238,36.2755528,40
Mac Shack Spring Valley,Las Vegas,"[Restaurants, Italian]",-115.2812874,36.05581682,298
Bacio,Las Vegas,"[Restaurants, Italian]",-115.1725943,36.099777,71
Harold's Chicken & Fish,Las Vegas,"[Soul Food, American (Traditional), Chicken Wings, Restaurants]",-115.242545,36.098582,33
Todd English P.U.B.,Las Vegas,"[Bars, Food, Beer, Wine & Spirits, Nightlife, Gastropubs, Restaurants]",-115.1738191,36.1071613,929
Quesadilla,Las Vegas,"[Mexican, Restaurants]",-115.172435,36.1181689,30
Flame Kabob,Las Vegas,"[Persian/Iranian, Mediterranean, Halal, Restaurants]",-115.134212,36.071228,51
Pho at The Coffee Shop,Las Vegas,"[Vietnamese, Restaurants]",-115.1717649,36.12472674,92
Levy's Bagels & Deli,Las Vegas,"[Kosher, Delis, Breakfast & Brunch, Restaurants]",-115.2627634,36.1432711,38
Du-Par's Restaurant and Bakery,Las Vegas,"[Breakfast & Brunch, American (Traditional), Restaurants]",-115.1462365,36.17121662,405
Smashburger,Las Vegas,"[Burgers, Restaurants]",-115.259312,36.196218,162
Slidin' Thru,Las Vegas,"[Food, Burgers, Food Trucks, Restaurants]",-115.1534203,36.1658902,352
El Segundo Sol,Las Vegas,"[Mexican, Restaurants]",-115.174568,36.127307,326
Cafe Rio,Las Vegas,"[Mexican, Restaurants]",-115.136561,36.104474,101
Rambo's Kitchen,Las Vegas,"[American (Traditional), Restaurants]",-115.298266,36.0789703,293
Rising Sun,Las Vegas,"[Sushi Bars, Japanese, Restaurants]",-115.160858,36.114765,49
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.256656,36.265008,101
Thai Cuisine,Las Vegas,"[Thai, Restaurants]",-115.063828,36.174414,62
Texas Star Oyster Bar,North Las Vegas,"[Seafood, Restaurants]",-115.1910858,36.19734743,29
Golden Nugget Buffet,Las Vegas,"[Buffets, Restaurants]",-115.144266,36.1706341,152
Raising Cane's,Las Vegas,"[American (Traditional), Fast Food, Chicken Wings, Restaurants]",-115.243289,36.058757,140
Bar+Bistro @ The Arts Factory,Las Vegas,"[Breakfast & Brunch, American (New), Restaurants]",-115.152728,36.159147,311
Chicken Bonz,Las Vegas,"[Burgers, Chicken Wings, Restaurants]",-115.207463,36.071196,52
Bonanno's New York Pizzeria,Las Vegas,"[Pizza, Restaurants]",-115.1698896,36.10278945,48
Hawaiian Barbeque,North Las Vegas,"[Hawaiian, Restaurants]",-115.116662,36.266706,65
Checkers,Las Vegas,"[Burgers, Restaurants]",-115.082339,36.1307842,45
DW Bistro,Las Vegas,"[American (New), Caribbean, Restaurants]",-115.298295,36.0771123,668
Siena Italian Authentic Trattoria and Deli,Las Vegas,"[Delis, Restaurants, Italian]",-115.301818,36.1449499,141
Badger Cafe,Las Vegas,"[American (New), Restaurants]",-115.1269965,36.1001186,95
Johnny Smalls,Las Vegas,"[American (New), Restaurants]",-115.1538688,36.10901626,136
Rock & Rita's,Las Vegas,"[American (Traditional), American (New), Barbeque, Restaurants]",-115.1638136,36.13694673,97
El Pollo Loco,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2874864,36.2896115,31
North End Pizza,Las Vegas,"[Italian, Pizza, Restaurants]",-115.2865776,36.2777317,132
Tuscany Gardens,Las Vegas,"[Restaurants, Italian]",-115.161534,36.11292,48
Buffet of Buffets,Las Vegas,"[Buffets, Restaurants]",-115.1726202,36.1183787,317
In-N-Out Burger,North Las Vegas,"[Burgers, Fast Food, Restaurants]",-115.134842,36.2840296,35
Bachi Burger,Las Vegas,"[Burgers, Restaurants]",-115.153225,36.04279791,1930
Hungry Howies,North Las Vegas,"[Pizza, Restaurants]",-115.1798384,36.2633956,49
808 Hawaii Mixed Plate,North Las Vegas,"[Hawaiian, Restaurants]",-115.1522116,36.2380013,174
Soyo Korean Barstaurant,Las Vegas,"[Korean, Barbeque, Restaurants]",-115.2437389,36.04714719,441
Liquid Pool Lounge,Las Vegas,"[Active Life, Cafes, Swimming Pools, Restaurants]",-115.1736665,36.1071424,101
The Beat Coffeehouse,Las Vegas,"[Coffee & Tea, Food, Bars, Pubs, Sandwiches, Nightlife, Restaurants]",-115.139599,36.169116,248
STK Las Vegas,Las Vegas,"[Steakhouses, Restaurants]",-115.174415,36.10969946,702
The Lunch Box,Las Vegas,"[Fast Food, Hot Dogs, Restaurants]",-115.136178,36.1051599,89
Johnny Rockets,Las Vegas,"[Burgers, American (Traditional), Sandwiches, Restaurants]",-115.1732654,36.12769353,38
Nu Sanctuary Lounge,Las Vegas,"[Bars, American (New), Hookah Bars, Nightlife, Restaurants]",-115.1768402,36.0687779,68
Surang's Thai Kitchen,Las Vegas,"[Thai, Restaurants]",-115.2974352,36.089564,138
North Forty Saloon and BBQ,Las Vegas,"[American (Traditional), Barbeque, Restaurants]",-115.2632794,36.27183834,30
San Gennaro Feast,Las Vegas,"[Arts & Entertainment, Restaurants, Festivals, Italian]",-115.3066927,36.1119567,73
Rice Trax Teriyaki Grill,Las Vegas,"[Japanese, Hawaiian, Restaurants]",-115.2244727,36.0478554,109
Which Wich,Las Vegas,"[Sandwiches, Restaurants]",-115.241754,36.199364,130
L & L Hawaiian Barbecue,Las Vegas,"[Hawaiian, Restaurants]",-115.3334327,36.1591166,65
Tony's Mexican Food,Las Vegas,"[Mexican, Restaurants]",-115.2970706,36.08382209,51
Match,Las Vegas,"[Tapas Bars, Restaurants]",-115.136056,36.012764,28
Del Mar Deli,Las Vegas,"[Breakfast & Brunch, Delis, Sandwiches, Restaurants]",-115.1758965,36.01154119,64
Forte European Tapas Bar and Bistro,Las Vegas,"[Tapas Bars, Spanish, Ukrainian, Restaurants]",-115.242389,36.112856,201
The Sushi,Las Vegas,"[Sushi Bars, Restaurants]",-115.2794241,36.1979704,114
Sweet Tomatoes,Las Vegas,"[Vegetarian, Buffets, Salad, Restaurants]",-115.298302,36.1152681,153
Encore Beach Club,Las Vegas,[Restaurants],-115.1657996,36.1268238,443
Munchbar,Las Vegas,"[American (Traditional), Restaurants]",-115.177901,36.1171675,139
Teriyaki Time,Las Vegas,"[Korean, Japanese, Restaurants]",-115.1370841,36.1066864,48
Chronic Tacos,Las Vegas,"[Mexican, Restaurants]",-115.3037626,36.1931903,59
Sambalatte Torrefazione,Las Vegas,"[Food, Coffee & Tea, American (New), Cafes, Restaurants]",-115.2896297,36.16418023,518
Hanshiktaco,Las Vegas,"[Korean, Mexican, Food Stands, Restaurants]",-115.2659777,36.1988542,68
Yard House,Las Vegas,"[Nightlife, Vegetarian, American (New), Bars, Restaurants]",-115.3343868,36.15679595,421
KoMex Fusion,Las Vegas,"[Korean, Asian Fusion, Mexican, Restaurants]",-115.206417,36.179939,902
L&L Hawaiian Barbecue,Las Vegas,"[Barbeque, Hawaiian, Restaurants]",-115.2667505,36.27077549,39
Hogs Heaven Barbecue,Las Vegas,"[Barbeque, Restaurants]",-115.2070725,36.261503,46
Cafe Rio,Las Vegas,"[Mexican, Restaurants]",-115.2355,36.3007,48
Chipotle Mexican Grill,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.286492,36.2915193,46
Jerusalem Grill Las Vegas,Las Vegas,"[Kosher, Mediterranean, Restaurants]",-115.2066735,36.1148713,85
Mr. Sandwich,Las Vegas,"[Vietnamese, Restaurants]",-115.1914209,36.12616201,192
Off the Strip Just Real Food,Las Vegas,"[Italian, American (New), Restaurants]",-115.30696,36.099561,50
Shawarma Vegas,Las Vegas,"[Kosher, Middle Eastern, Restaurants]",-115.298085,36.14342,38
Swish,Las Vegas,"[Japanese, Restaurants]",-115.2627511,36.14325986,92
Lee's Sandwiches,Las Vegas,"[Bakeries, Food, Sandwiches, Restaurants]",-115.1920337,36.1261443,405
Robertos Taco Shop,Las Vegas,"[Fast Food, Mexican, Restaurants]",-115.2812173,36.05597308,42
Monta Ramen,Las Vegas,"[Ramen, Japanese, Restaurants]",-115.2096534,36.1270432,1323
Smashburger,Las Vegas,"[Burgers, Restaurants]",-115.2960613,36.14385651,209
Naked City Pizza on Arville,Las Vegas,"[Italian, Pizza, Chicken Wings, Restaurants]",-115.198971,36.130804,285
Stick E Rice,Las Vegas,"[Thai, Restaurants]",-115.1150025,36.1308785,55
Golden Grill,Las Vegas,"[American (Traditional), Restaurants]",-115.1402898,36.1711573,32
Kinh Do,Las Vegas,"[Vietnamese, Restaurants]",-115.1977704,36.1269341,524
KGB: Kerry's Gourmet Burgers,Las Vegas,"[Burgers, Restaurants]",-115.1726202,36.1183787,363
Fukuburger Truck,Las Vegas,"[Burgers, Food Stands, Restaurants]",-115.136389,36.175,330
China A Go Go,Las Vegas,"[Chinese, Restaurants]",-115.0462282,36.1580626,37
Pasta Cucina,North Las Vegas,"[Restaurants, Italian]",-115.181741,36.2911653,40
Saffron,Las Vegas,"[Pakistani, Indian, Restaurants]",-115.1045666,36.1302246,29
Firefly,Las Vegas,"[Tapas/Small Plates, Tapas Bars, Restaurants]",-115.302719,36.144875,396
HK Seafood Garden,Las Vegas,"[Chinese, Restaurants]",-115.1981743,36.1263719,54
Los Tacos,Las Vegas,"[Mexican, Restaurants]",-115.1944048,36.1441999,160
Miller's Alehouse,Las Vegas,"[Nightlife, Bars, American (Traditional), Sports Bars, Restaurants]",-115.1754258,36.06643559,329
