business_categories,city,review_count
"[Fast Food, Mexican, Restaurants]",Phoenix,10
"[Fast Food, Mexican, Restaurants]",Mesa,10
"[Fast Food, Mexican, Restaurants]",Las Vegas,10
"[Fast Food, Mexican, Restaurants]",Charlotte,10
"[Fast Food, Hot Dogs, Restaurants]",Mesa,10
"[Fast Food, Diners, Restaurants]",Glendale,10
"[Fast Food, Chinese, Restaurants]",N Las Vegas,10
"[Fast Food, Chinese, Restaurants]",Las Vegas,10
"[Fast Food, Chinese, Restaurants]",Edinburgh,10
"[Fast Food, Chinese, Restaurants]",Chandler,10
"[Fast Food, Chicken Wings, Restaurants]",Phoenix,10
"[Fast Food, British, Restaurants]",Edinburgh,10
"[Fashion, Shopping]",Las Vegas,10
"[Fashion, Shopping]",Edinburgh,10
"[Fashion, Shopping, Sporting Goods, Women's Clothing, Fitness & Instruction, Active Life, Yoga, Sports Wear]",Pittsburgh,10
"[Fashion, Shopping, Shoe Stores]",Savoy,10
"[Fashion, Shopping, Shoe Stores]",Gilbert,10
"[Fashion, Shopping, Shoe Stores]",Charlotte,10
"[Fashion, Shopping, Shoe Stores, Sporting Goods, Outlet Stores, Sports Wear]",Las Vegas,10
"[Fashion, Shopping, Shoe Stores, Sporting Goods, Health & Medical, Orthotics, Sports Wear]",Scottsdale,10
"[Fashion, Shopping, Shoe Stores, Accessories]",Edinburgh,10
"[Fashion, Shopping, Jewelry, Beauty & Spas, Men's Clothing, Cosmetics & Beauty Supply]",Surprise,10
"[Fashion, Shopping, Jewelry, Beauty & Spas, Men's Clothing, Cosmetics & Beauty Supply]",Phoenix,10
"[Fashion, Shopping, Jewelry, Accessories]",Las Vegas,10
"[Fashion, Shopping, Home Decor, Used, Vintage & Consignment, Home & Garden, Furniture Stores]",Scottsdale,10
"[Fashion, Shopping, Home Decor, Swimwear, Home & Garden, Women's Clothing]",Matthews,10
"[Fashion, Shopping, Home Decor, Swimwear, Home & Garden, Women's Clothing]",Charlotte,10
"[Fashion, Shopping, Adult, Lingerie, Accessories]",Scottsdale,10
"[Fashion, Shopping, Adult, Accessories]",Edinburgh,10
"[Fashion, Shopping, Accessories]",Las Vegas,10
"[Eyelash Service, Hair Removal, Beauty & Spas]",Las Vegas,10
"[Event Planning & Services, Venues & Event Spaces]",Mesa,10
"[Event Planning & Services, Venues & Event Spaces]",Las Vegas,10
"[Event Planning & Services, Venues & Event Spaces]",Fort Mill,10
"[Event Planning & Services, Venues & Event Spaces]",Charlotte,10
"[Event Planning & Services, Party & Event Planning]",Peoria,10
"[Event Planning & Services, Caterers]",Peoria,10
"[Event Planning & Services, Caterers]",Henderson,10
"[Endodontists, Health & Medical, Dentists, Orthodontists]",Gilbert,10
"[Elementary Schools, Local Services, Education, Child Care & Day Care, Preschools]",Las Vegas,10
"[Electronics, Shopping, Mobile Phones]",Charlotte,10
"[Electricians, Home Services]",North Las Vegas,10
"[Electricians, Home Services]",Glendale,10
"[Electricians, Home Services]",Gilbert,10
"[Doctors, Shopping, Optometrists, Ophthalmologists, Health & Medical, Eyewear & Opticians]",Phoenix,10
"[Doctors, Shopping, Optometrists, Ophthalmologists, Health & Medical, Eyewear & Opticians]",Mesa,10
"[Doctors, Shopping, Optometrists, Ophthalmologists, Health & Medical, Eyewear & Opticians]",Las Vegas,10
"[Doctors, Orthopedists, Health & Medical]",Las Vegas,10
"[Doctors, Nutritionists, Health & Medical, Physical Therapy, Family Practice]",Glendale,10
"[Doctors, Medical Centers, Health & Medical, Urgent Care]",Scottsdale,10
"[Doctors, Medical Centers, Health & Medical, Podiatrists]",Las Vegas,10
"[Doctors, Medical Centers, Health & Medical, Internal Medicine, Family Practice]",Phoenix,10
"[Doctors, Medical Centers, Health & Medical, Cosmetic Surgeons]",Las Vegas,10
"[Doctors, Medical Centers, Fertility, Health & Medical, Obstetricians & Gynecologists]",Champaign,10
"[Doctors, Hospitals, Health & Medical]",Madison,10
"[Doctors, Health & Medical]",Phoenix,10
"[Doctors, Health & Medical, Urgent Care]",Tempe,10
"[Doctors, Health & Medical, Urgent Care]",Phoenix,10
"[Doctors, Health & Medical, Urgent Care]",Mesa,10
"[Doctors, Health & Medical, Podiatrists]",Phoenix,10
"[Doctors, Health & Medical, Pediatricians]",Scottsdale,10
"[Doctors, Health & Medical, Pediatricians]",Henderson,10
"[Doctors, Health & Medical, Pediatricians]",Glendale,10
"[Doctors, Health & Medical, Pediatricians]",Avondale,10
"[Doctors, Health & Medical, Pediatricians, Urgent Care]",Gilbert,10
"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Las Vegas,10
"[Doctors, Health & Medical, Obstetricians & Gynecologists]",Henderson,10
"[Doctors, Health & Medical, Naturopathic/Holistic]",Las Vegas,10
"[Doctors, Health & Medical, Family Practice]",North Las Vegas,10
"[Doctors, Health & Medical, Family Practice]",Mesa,10
"[Doctors, Health & Medical, Family Practice]",Henderson,10
"[Doctors, Health & Medical, Family Practice]",Chandler,10
"[Dive Bars, Bars, Nightlife]",Pittsburgh,10
"[Dive Bars, Bars, Nightlife, Restaurants]",Cave Creek,10
"[Dive Bars, Bars, Arts & Entertainment, Nightlife, Music Venues]",Charlotte,10
"[Discount Store, Shopping]",Scottsdale,10
"[Discount Store, Shopping, Home & Garden]",Edinburgh,10
"[Diners, Restaurants]",Phoenix,10
"[Diners, Restaurants]",McKees Rocks,10
"[Diners, Restaurants]",Las Vegas,10
"[Diners, Restaurants]",Charlotte,10
"[Dim Sum, Chinese, Restaurants]",Las Vegas,10
"[Dermatologists, Doctors, Health & Medical]",Scottsdale,10
"[Department Stores, Grocery, Fashion, Shopping, Food, Mobile Phones]",Tega Cay,10
"[Department Stores, Fashion, Shopping]",Tempe,10
"[Department Stores, Fashion, Shopping]",Surprise,10
"[Department Stores, Fashion, Shopping]",Phoenix,10
"[Department Stores, Fashion, Shopping]",Peoria,10
"[Department Stores, Fashion, Shopping]",North Las Vegas,10
"[Department Stores, Fashion, Shopping]",Mesa,10
"[Department Stores, Fashion, Shopping]",Madison,10
"[Department Stores, Fashion, Shopping]",Las Vegas,10
"[Department Stores, Fashion, Shopping]",Glendale,10
"[Department Stores, Fashion, Shopping]",Gilbert,10
"[Department Stores, Fashion, Shopping]",Edinburgh,10
"[Department Stores, Fashion, Shopping]",Concord,10
"[Department Stores, Fashion, Shopping]",Chandler,10
"[Department Stores, Fashion, Shopping]",Avondale,10
"[Department Stores, Fashion, Shopping, Wholesale Stores]",Gilbert,10
"[Department Stores, Fashion, Shopping, Pet Stores, Pet Services, Pet Training, Pets, Pet Groomers, Pet Adoption]",Las Vegas,10
"[Department Stores, Fashion, Shopping, Drugstores]",Phoenix,10
"[Department Stores, Fashion, Shopping, Drugstores]",Goodyear,10
"[Delis, Sandwiches, Salad, Restaurants]",Charlotte,10
"[Delis, Sandwiches, Restaurants]",Montr�al,10
"[Delis, Restaurants]",Surprise,10
"[Delis, Restaurants]",Madison,10
"[Delis, Restaurants]",Henderson,10
"[Delis, Restaurants]",Charlotte,10
"[Delis, Italian, Sandwiches, Restaurants]",Gilbert,10
"[Delis, Italian, Fast Food, Restaurants]",Edinburgh,10
"[Delis, Fast Food, Sandwiches, Restaurants]",Scottsdale,10
"[Delis, Fast Food, Sandwiches, Restaurants]",Charlotte,10
"[Delis, Fast Food, Sandwiches, Restaurants]",Chandler,10
"[Day Spas, Nail Salons, Beauty & Spas]",Pittsburgh,10
"[Day Spas, Nail Salons, Beauty & Spas]",Peoria,10
"[Day Spas, Massage, Beauty & Spas]",Las Vegas,10
"[Day Spas, Massage, Beauty & Spas]",Edinburgh,10
"[Day Spas, Eyelash Service, Medical Spas, Health & Medical, Beauty & Spas]",Henderson,10
"[Day Spas, Beauty & Spas]",Sun City,10
"[Day Spas, Beauty & Spas]",Las Vegas,10
"[Day Spas, Beauty & Spas, Nail Salons]",Goodyear,10
"[Day Spas, Beauty & Spas, Nail Salons]",Gilbert,10
"[Day Spas, Beauty & Spas, Hair Removal, Nail Salons]",Tempe,10
"[Cuban, Restaurants]",Phoenix,10
"[Creperies, Restaurants]",Montr�al,10
"[Cosmetology Schools, Specialty Schools, Education]",Henderson,10
"[Comic Books, Shopping, Books, Mags, Music & Video]",Pittsburgh,10
"[Comic Books, Arts & Entertainment, Cinema, Shopping, Books, Mags, Music & Video]",Las Vegas,10
"[Comfort Food, Taiwanese, Chinese, Restaurants]",Montr�al,10
"[Colleges & Universities, Education]",Edinburgh,10
"[Coffee & Tea, Shopping, Bars, Food, Art Galleries, Arts & Entertainment, Wine Bars, Nightlife]",Charlotte,10
"[Clowns, Event Planning & Services, Party & Event Planning, Face Painting]",Las Vegas,10
"[Churches, Religious Organizations]",Phoenix,10
"[Churches, Religious Organizations]",Las Vegas,10
"[Churches, Religious Organizations]",Henderson,10
"[Chinese, Restaurants]",Saint-Laurent,10
"[Chinese, Restaurants]",Pittsburgh,10
"[Chinese, Restaurants]",Phoenix,10
"[Chinese, Restaurants]",Peoria,10
"[Chinese, Restaurants]",Montr�al,10
"[Chinese, Restaurants]",Montreal,10
"[Chinese, Restaurants]",Matthews,10
"[Chinese, Restaurants]",Las Vegas,10
"[Chinese, Restaurants]",Huntersville,10
"[Chinese, Restaurants]",Henderson,10
"[Chinese, Restaurants]",Glendale,10
"[Chinese, Restaurants]",Edinburgh,10
"[Chinese, Restaurants]",Charlotte,10
"[Chinese, Restaurants]",Central City Village,10
"[Chinese, Restaurants]",Apache Junction,10
"[Chicken Wings, Restaurants]",Phoenix,10
"[Chicken Wings, Restaurants]",Avondale,10
"[Cards & Stationery, Arts & Crafts, Flowers & Gifts, Shopping, Event Planning & Services]",Las Vegas,10
"[Car Wash, Automotive]",Pittsburgh,10
"[Car Wash, Automotive]",Charlotte,10
"[Car Wash, Automotive, Convenience Stores, Food, Gas & Service Stations]",Tempe,10
"[Car Wash, Automotive, Convenience Stores, Food, Gas & Service Stations]",Las Vegas,10
"[Car Wash, Automotive, Auto Detailing]",Peoria,10
"[Car Wash, Automotive, Auto Detailing]",Mesa,10
"[Car Wash, Automotive, Auto Detailing]",Las Vegas,10
"[Car Stereo Installation, Shopping, Automotive, Computers, Local Services, IT Services & Computer Repair]",Madison,10
"[Cantonese, Chinese, Restaurants]",Las Vegas,10
"[Cannabis Clinics, Health & Medical]",Phoenix,10
"[Canadian (New), Restaurants]",Kitchener,10
"[Cajun/Creole, Restaurants]",Charlotte,10
"[Cafes, Restaurants]",Tempe,10
"[Cafes, Restaurants]",Phoenix,10
"[Cafes, Restaurants]",North Las Vegas,10
"[Cafes, Restaurants]",Montr�al,10
"[Cafes, Restaurants]",Las Vegas,10
"[Cafes, Restaurants]",Karlsruhe,10
"[Cafes, Restaurants]",Homestead,10
"[Cafes, Restaurants]",Cottage Grove,10
"[Burgers, Steakhouses, Barbeque, Restaurants]",Laval,10
"[Burgers, Sandwiches, Restaurants]",Montreal,10
"[Burgers, Sandwiches, French, Restaurants]",Montr�al,10
"[Burgers, Sandwiches, Barbeque, Restaurants]",Chandler,10
"[Burgers, Restaurants]",Phoenix,10
"[Burgers, Restaurants]",Montr�al,10
"[Burgers, Restaurants]",Mesa,10
"[Burgers, Restaurants]",Homestead,10
"[Burgers, Restaurants]",Edinburgh,10
"[Burgers, Restaurants]",Chandler,10
"[Burgers, Pizza, American (New), Restaurants]",Henderson,10
"[Burgers, Hot Dogs, Restaurants]",Charlotte,10
"[Burgers, Hawaiian, Restaurants]",Mesa,10
"[Burgers, Fast Food, Restaurants]",Tempe,10
"[Burgers, Fast Food, Restaurants]",Scottsdale,10
"[Burgers, Fast Food, Restaurants]",Phoenix,10
"[Burgers, Fast Food, Restaurants]",Peoria,10
"[Burgers, Fast Food, Restaurants]",Montreal,10
"[Burgers, Fast Food, Restaurants]",Las Vegas,10
"[Burgers, Fast Food, Restaurants]",Gilbert,10
"[Burgers, Fast Food, Restaurants]",Charlotte,10
"[Burgers, Fast Food, Restaurants]",Chandler,10
"[Burgers, Fast Food, Hot Dogs, Restaurants]",Pittsburgh,10
"[Burgers, Cheesesteaks, American (Traditional), Restaurants]",Charlotte,10
"[Burgers, American (Traditional), Sandwiches, Restaurants]",Las Vegas,10
"[Burgers, American (Traditional), Fast Food, Restaurants]",Mesa,10
"[Burgers, American (New), Pizza, Restaurants]",De Forest,10
"[Building Supplies, Home Services, Flooring]",Gilbert,10
"[Buffets, Sandwiches, Restaurants]",Maricopa,10
"[Buffets, Mongolian, Restaurants]",Waterloo,10
"[Buffets, Chinese, Restaurants]",Tempe,10
"[Buffets, Chinese, Restaurants]",Phoenix,10
"[Buffets, Chinese, Restaurants]",Las Vegas,10
"[Buffets, Chinese, Restaurants]",Kitchener,10
"[British, Restaurants]",Edinburgh,10
"[Bridal, Shopping]",Las Vegas,10
"[Bridal, Shopping]",Charlotte,10
"[Breakfast & Brunch, Sandwiches, Restaurants]",Charlotte,10
"[Breakfast & Brunch, Restaurants]",Sun City,10
"[Breakfast & Brunch, Restaurants]",Phoenix,10
"[Breakfast & Brunch, Restaurants]",Montreal,10
"[Breakfast & Brunch, Restaurants]",Mesa,10
"[Breakfast & Brunch, Restaurants]",McKees Rocks,10
"[Breakfast & Brunch, Restaurants]",Madison,10
"[Breakfast & Brunch, Restaurants]",Las Vegas,10
"[Breakfast & Brunch, Restaurants]",Henderson,10
"[Breakfast & Brunch, Restaurants]",Edinburgh,10
"[Breakfast & Brunch, Restaurants]",Charlotte,10
"[Breakfast & Brunch, Restaurants, Italian]",Outremont,10
"[Breakfast & Brunch, Mexican, Restaurants]",Las Vegas,10
"[Breakfast & Brunch, Mexican, Diners, Restaurants]",Las Vegas,10
"[Breakfast & Brunch, Diners, Restaurants]",Gilbert,10
"[Breakfast & Brunch, Diners, Restaurants]",Dorval,10
"[Breakfast & Brunch, Cafes, Restaurants]",Montr�al,10
"[Breakfast & Brunch, Bars, Gastropubs, Nightlife, Restaurants]",Edinburgh,10
"[Breakfast & Brunch, American (Traditional), Restaurants]",Mesa,10
"[Breakfast & Brunch, American (Traditional), Restaurants]",Madison,10
"[Breakfast & Brunch, American (Traditional), Restaurants]",Las Vegas,10
"[Breakfast & Brunch, American (Traditional), Restaurants]",Buckeye,10
"[Breakfast & Brunch, American (New), Restaurants]",Phoenix,10
"[Books, Mags, Music & Video, Travel Services, Hotels & Travel, Shopping, Bookstores]",Charlotte,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Phoenix,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Madison,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Las Vegas,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Karlsruhe,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Homestead,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Edinburgh,10
"[Books, Mags, Music & Video, Shopping, Bookstores]",Charlotte,10
"[Books, Mags, Music & Video, Bookstores, Shopping, Toy Stores]",Phoenix,10
"[Bistros, Restaurants]",Edinburgh,10
"[Belgian, French, Restaurants]",Phoenix,10
"[Beer Garden, Mexican, Restaurants]",Pfinztal,10
[Beauty & Spas],Karlsruhe,10
"[Beauty & Spas, Nail Salons]",Tempe,10
"[Beauty & Spas, Nail Salons]",Scottsdale,10
"[Beauty & Spas, Nail Salons]",Pittsburgh,10
"[Beauty & Spas, Nail Salons]",Phoenix,10
"[Beauty & Spas, Nail Salons]",Mesa,10
"[Beauty & Spas, Nail Salons]",Madison,10
"[Beauty & Spas, Nail Salons]",Litchfield Park,10
"[Beauty & Spas, Nail Salons]",Laveen,10
"[Beauty & Spas, Nail Salons]",Las Vegas,10
"[Beauty & Spas, Nail Salons]",Henderson,10
"[Beauty & Spas, Nail Salons]",Glendale,10
"[Beauty & Spas, Nail Salons]",Gilbert,10
"[Beauty & Spas, Nail Salons]",Charlotte,10
"[Beauty & Spas, Nail Salons]",Chandler,10
"[Beauty & Spas, Hair Removal, Nail Salons]",Charlotte,10
"[Battery Stores, Shopping]",Chandler,10
"[Bars, Vegetarian, Nightlife, Restaurants, Sports Bars, Pizza]",Charlotte,10
"[Bars, Sports Bars, Nightlife]",Phoenix,10
"[Bars, Sports Bars, Nightlife]",Charlotte,10
"[Bars, Scottish, Nightlife, Restaurants]",Edinburgh,10
"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Pittsburgh,10
"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Phoenix,10
"[Bars, Restaurants, American (Traditional), Sports Bars, Nightlife]",Las Vegas,10
"[Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants]",Las Vegas,10
"[Bars, Nightlife]",Pittsburgh,10
"[Bars, Nightlife]",Paradise Valley,10
"[Bars, Nightlife]",Montr�al,10
"[Bars, Nightlife]",Mesa,10
"[Bars, Nightlife]",Las Vegas,10
"[Bars, Nightlife]",Edinburgh,10
"[Bars, Nightlife]",Champaign,10
"[Bars, Nightlife, Restaurants]",Middleton,10
"[Bars, Nightlife, Lounges]",Phoenix,10
"[Bars, Nightlife, Lounges]",North Las Vegas,10
"[Bars, Nightlife, Lounges]",Montr�al,10
"[Bars, Nightlife, Lounges]",Las Vegas,10
"[Bars, Nightlife, Lounges]",Karlsruhe,10
"[Bars, Nightlife, Lounges]",Edinburgh,10
"[Bars, Gay Bars, Nightlife]",Phoenix,10
"[Bars, Gay Bars, Nightlife, Dance Clubs]",Madison,10
"[Bars, Food, Breweries, Pubs, German, Nightlife, Restaurants]",Weingarten,10
"[Bars, Food, Beer, Wine & Spirits, Mediterranean, Wine Bars, Nightlife, Restaurants]",Charlotte,10
"[Bars, Dance Clubs, Nightlife, Lounges]",Charlotte,10
"[Bars, Cocktail Bars, Nightlife]",Karlsruhe,10
"[Bars, Chicken Wings, Nightlife, Karaoke, Sports Bars, Restaurants]",Chandler,10
"[Bars, Arts & Entertainment, Nightlife, Music Venues]",Montreal,10
"[Bars, American (Traditional), Sports Bars, Nightlife, Tex-Mex, Restaurants]",Charlotte,10
"[Bars, American (Traditional), Sports Bars, Nightlife, Chicken Wings, Restaurants]",Phoenix,10
"[Bars, American (Traditional), Nightlife, Lounges, Restaurants]",Pittsburgh,10
"[Bars, American (Traditional), Burgers, Nightlife, Sports Bars, Restaurants]",Savoy,10
"[Bars, American (New), Restaurants, Sports Bars, Nightlife]",Phoenix,10
"[Bars, American (New), Nightlife, Restaurants]",North Las Vegas,10
"[Barbers, Beauty & Spas]",Surprise,10
"[Barbers, Beauty & Spas]",Phoenix,10
"[Barbers, Beauty & Spas]",Las Vegas,10
"[Barbers, Beauty & Spas]",Champaign,10
"[Barbeque, Restaurants]",Phoenix,10
"[Barbeque, Restaurants]",Montr�al,10
"[Barbeque, Restaurants]",Matthews,10
"[Barbeque, Restaurants]",Las Vegas,10
"[Barbeque, Restaurants]",Glendale,10
"[Banks & Credit Unions, Financial Services]",Phoenix,10
"[Banks & Credit Unions, Financial Services]",Las Vegas,10
"[Bakeries, Grocery, Shopping, Florists, Food, Flowers & Gifts]",Mesa,10
"[Bakeries, Food]",Tempe,10
"[Bakeries, Food]",Scottsdale,10
"[Bakeries, Food]",Pittsburgh,10
"[Bakeries, Food]",Montreal,10
"[Bakeries, Food]",Las Vegas,10
"[Bakeries, Food]",Karlsruhe,10
"[Bakeries, Food]",Gilbert,10
"[Bakeries, Food]",Charlotte,10
"[Bakeries, Food]",Champaign,10
"[Bakeries, Food, Specialty Food]",Montreal,10
"[Bakeries, Food, Sandwiches, Restaurants]",Phoenix,10
"[Bakeries, Food, Flowers & Gifts, Shopping, Florists]",Scottsdale,10
"[Bakeries, Food, Flowers & Gifts, Gift Shops, Shopping]",Madison,10
"[Bakeries, Food, Event Planning & Services, Caterers]",Outremont,10
"[Bakeries, Food, Desserts]",Waterloo,10
"[Bakeries, Food, Coffee & Tea, Desserts]",Montr�al,10
"[Bakeries, Food, Cafes, Restaurants]",Glendale,10
"[Bakeries, Food, American (Traditional), Restaurants]",Sun City,10
[Automotive],Las Vegas,10
"[Automotive, Windshield Installation & Repair, Auto Glass Services]",Las Vegas,10
"[Automotive, Towing]",Phoenix,10
"[Automotive, Towing]",Las Vegas,10
"[Automotive, Sporting Goods, Bikes, Shopping, Motorcycle Dealers]",Goodyear,10
"[Automotive, Smog Check Stations]",Phoenix,10
"[Automotive, Registration Services]",Scottsdale,10
"[Automotive, Parking]",Phoenix,10
"[Automotive, Home Window Tinting, Home Services, Auto Glass Services]",Las Vegas,10
"[Automotive, Gas & Service Stations]",Pittsburgh,10
"[Automotive, Gas & Service Stations]",Phoenix,10
"[Automotive, Gas & Service Stations]",Las Vegas,10
"[Automotive, Gas & Service Stations]",Chandler,10
"[Automotive, Gas & Service Stations]",Buckeye,10
"[Automotive, Fast Food, Gas & Service Stations, Restaurants]",Tempe,10
"[Automotive, Body Shops]",Phoenix,10
"[Automotive, Body Shops]",Mesa,10
"[Automotive, Auto Parts & Supplies]",Scottsdale,10
"[Automotive, Auto Parts & Supplies]",Mesa,10
"[Automotive, Auto Parts & Supplies, Auto Customization]",Las Vegas,10
"[Automotive, Auto Glass Services]",Tempe,10
"[Automotive, Auto Customization, Car Dealers]",Las Vegas,10
"[Auto Repair, Automotive]",Tempe,10
"[Auto Repair, Automotive]",Pittsburgh,10
"[Auto Repair, Automotive]",Pineville,10
"[Auto Repair, Automotive]",Phoenix,10
"[Auto Repair, Automotive]",Litchfield Park,10
"[Auto Repair, Automotive]",Las Vegas,10
"[Auto Repair, Automotive]",Henderson,10
"[Auto Repair, Automotive]",Gilbert,10
"[Auto Repair, Automotive]",Charlotte,10
"[Auto Repair, Automotive]",Chandler,10
"[Auto Repair, Automotive, Towing, Oil Change Stations]",Scottsdale,10
"[Auto Repair, Automotive, Towing, Oil Change Stations]",Phoenix,10
"[Auto Repair, Automotive, Tires]",Las Vegas,10
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Phoenix,10
"[Auto Repair, Automotive, Tires, Oil Change Stations]",Las Vegas,10
"[Auto Repair, Automotive, Tires, Auto Parts & Supplies]",Phoenix,10
"[Auto Repair, Automotive, Smog Check Stations]",Las Vegas,10
"[Auto Repair, Automotive, Oil Change Stations]",Tempe,10
"[Auto Repair, Automotive, Car Dealers]",Charlotte,10
"[Auto Repair, Automotive, Body Shops]",Peoria,10
"[Auto Repair, Automotive, Body Shops]",Chandler,10
"[Auto Repair, Automotive, Body Shops, Tires]",Phoenix,10
"[Auto Repair, Automotive, Auto Parts & Supplies]",Las Vegas,10
"[Auto Repair, Automotive, Auto Parts & Supplies]",Karlsruhe,10
"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers]",Middleton,10
"[Auto Repair, Automotive, Auto Parts & Supplies, Car Dealers]",Matthews,10
"[Asian Fusion, Sushi Bars, Japanese, Restaurants]",Montr�al,10
"[Asian Fusion, Restaurants]",Scottsdale,10
"[Asian Fusion, Restaurants]",Las Vegas,10
"[Asian Fusion, Restaurants]",Karlsruhe,10
[Arts & Entertainment],Glendale,10
"[Arts & Entertainment, Steakhouses, Nightlife, Music Venues, Restaurants]",Morristown,10
"[Arts & Entertainment, Psychics & Astrologers]",Los Angeles,10
"[Arts & Entertainment, Professional Sports Teams]",Pittsburgh,10
"[Arts & Entertainment, Professional Sports Teams]",Phoenix,10
"[Arts & Entertainment, Performing Arts]",Pittsburgh,10
"[Arts & Entertainment, Performing Arts]",Phoenix,10
"[Arts & Entertainment, Performing Arts]",Las Vegas,10
"[Arts & Entertainment, Performing Arts]",Gilbert,10
"[Arts & Entertainment, Performing Arts, Nightlife, Music Venues]",Edinburgh,10
"[Arts & Entertainment, Performing Arts, Nightlife, Comedy Clubs]",Las Vegas,10
"[Arts & Entertainment, Performing Arts, Nightlife, Comedy Clubs]",Charlotte,10
"[Arts & Entertainment, Performing Arts, Gyms, Trainers, Fitness & Instruction, Active Life]",Las Vegas,10
"[Arts & Entertainment, Performing Arts, Festivals]",Madison,10
"[Arts & Entertainment, Performing Arts, Event Planning & Services, Venues & Event Spaces]",Las Vegas,10
"[Arts & Entertainment, Nightlife, Music Venues]",Pittsburgh,10
"[Arts & Entertainment, Nightlife, Music Venues]",Edinburgh,10
"[Arts & Entertainment, Festivals]",Las Vegas,10
"[Arts & Entertainment, Festivals]",Glendale,10
"[Arts & Entertainment, Cinema]",Pittsburgh,10
"[Arts & Entertainment, Cinema]",Montreal,10
"[Arts & Entertainment, Cinema]",Charlotte,10
"[Arts & Entertainment, Cinema]",Chandler,10
"[Arts & Entertainment, Cinema, Event Planning & Services, Venues & Event Spaces]",Montreal,10
"[Arts & Entertainment, Casinos]",North Las Vegas,10
"[Arts & Entertainment, Casinos]",Las Vegas,10
"[Arts & Entertainment, Bars, Nightlife, Music Venues]",Montr�al,10
"[Arts & Entertainment, Art Galleries, Shopping]",Pittsburgh,10
"[Arts & Entertainment, Art Galleries, Shopping]",Phoenix,10
"[Arts & Entertainment, Art Galleries, Shopping]",Las Vegas,10
"[Arts & Entertainment, Art Galleries, Shopping]",Charlotte,10
"[Arts & Crafts, Sporting Goods, Shopping, Costumes, Outdoor Gear]",Mesa,10
"[Arts & Crafts, Shopping]",North Las Vegas,10
"[Arts & Crafts, Shopping]",Henderson,10
"[Arts & Crafts, Shopping]",Edinburgh,10
"[Arts & Crafts, Shopping, Knitting Supplies, Hobby Shops]",Scottsdale,10
"[Arts & Crafts, Shopping, Jewelry]",Charlotte,10
"[Arts & Crafts, Shopping, Home Decor, Home & Garden, Hobby Shops]",Phoenix,10
"[Arts & Crafts, Shopping, Fabric Stores]",Las Vegas,10
"[Arts & Crafts, Shopping, Event Planning & Services, Party & Event Planning]",Mesa,10
"[Arts & Crafts, Arts & Entertainment, Art Galleries, Shopping, Framing]",Henderson,10
"[Arts & Crafts, Art Supplies, Shopping, Toy Stores]",Phoenix,10
"[Art Supplies, Thrift Stores, Shopping, Arts & Crafts]",Champaign,10
"[Art Supplies, Shopping, Arts & Crafts]",Las Vegas,10
"[Art Supplies, Shopping, Arts & Crafts]",Gilbert,10
"[Art Schools, Specialty Schools, Education]",Pittsburgh,10
"[Appliances, Shopping, Home Decor, Home & Garden]",Chandler,10
"[Animal Shelters, Pets]",Montreal,10
"[Animal Shelters, Pet Stores, Pets]",Las Vegas,10
"[American (Traditional), Steakhouses, Restaurants]",Glendale,10
"[American (Traditional), Southern, Restaurants]",Charlotte,10
"[American (Traditional), Restaurants]",Wickenburg,10
"[American (Traditional), Restaurants]",West Mifflin,10
"[American (Traditional), Restaurants]",Scottsdale,10
"[American (Traditional), Restaurants]",Pittsburgh,10
"[American (Traditional), Restaurants]",Monona,10
"[American (Traditional), Restaurants]",Mesa,10
"[American (Traditional), Restaurants]",Maricopa,10
"[American (Traditional), Restaurants]",Madison,10
"[American (Traditional), Restaurants]",Las Vegas,10
"[American (Traditional), Restaurants]",Henderson,10
"[American (Traditional), Restaurants]",Charlotte,10
"[American (Traditional), Restaurants]",Chandler,10
"[American (Traditional), Pizza, Salad, Restaurants]",Chandler,10
"[American (Traditional), Pizza, Restaurants]",Pittsburgh,10
"[American (Traditional), French, Restaurants]",Phoenix,10
"[American (Traditional), French, Restaurants]",Fort Mill,10
"[American (Traditional), Fast Food, Restaurants]",Phoenix,10
"[American (Traditional), Fast Food, Restaurants]",Mesa,10
"[American (Traditional), Fast Food, Restaurants]",Glendale,10
"[American (Traditional), Diners, Restaurants]",Las Vegas,10
"[American (Traditional), Buffets, Restaurants]",Sun City,10
"[American (Traditional), American (New), Restaurants]",Paradise Valley,10
"[American (New), Restaurants]",Westmount,10
"[American (New), Restaurants]",Scottsdale,10
"[American (New), Restaurants]",Phoenix,10
"[American (New), Restaurants]",Mesa,10
"[American (New), Restaurants]",Madison,10
"[American (New), Restaurants]",Las Vegas,10
"[American (New), Restaurants]",Indian Land,10
